student_id,Name,batch_id,teacher_name,month,attendance_status,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,course_demand,gpa,predicted_performance,timestamp,course
S3011,Sana Qureshi,B003,Saad,January,Absent,0.94,19.38,0,94,50,15,88.4,Low,High,3.96,Excellent,23:03.7,ML/DL
S3012,Hira Khan,B003,Saad,January,Present,0.98,16.15,0,98,48,16,84.23,Low,High,3.77,Excellent,09:18.4,ML/DL
S3013,Junaid Khan,B003,Saad,January,Present,0.77,7.39,0,77,42,12,70.54,Low,High,3.06,Above Average,00:57.4,ML/DL
S3014,Ayesha Siddiqui,B003,Saad,January,Present,0.68,6.46,1,68,36,11,42.21,Medium,Medium,2.45,Average,15:21.4,ML/DL
S3015,Furqan Iqbal,B003,Saad,January,Present,0.71,6.08,1,71,44,14,41.53,Medium,Medium,2.4,Average,12:50.1,ML/DL
S3016,Aliya Shah,B003,Saad,January,Present,0.5,1.05,2,50,38,6,37.25,High,Low,1.58,Below Average,09:07.1,ML/DL
S3017,Shazia Malik,B003,Saad,January,Late,0.8,6.3,0,80,42,16,77.19,Low,High,3.07,Above Average,04:32.9,ML/DL
S3018,Tanveer Abbas,B003,Saad,January,Present,0.95,13.93,0,95,48,20,89.96,Low,High,3.8,Excellent,21:21.2,ML/DL
S3019,Lubna Iqbal,B003,Saad,January,Present,0.59,1.53,4,59,30,7,28.02,High,Low,0.69,Below Average,15:05.2,ML/DL
S3020,Imran Khan,B003,Saad,January,Present,0.58,2.89,3,58,33,10,35.9,High,Low,1.93,Below Average,23:42.5,ML/DL
S3021,Nadia Saleem,B003,Saad,January,Present,0.95,16.6,0,95,49,15,84.12,Low,High,3.57,Excellent,00:29.6,ML/DL
S3022,Rizwan Ali,B003,Saad,January,Present,0.83,9.55,1,83,48,13,76.07,Low,High,2.96,Above Average,03:14.3,ML/DL
S3023,Kashif Raza,B003,Saad,January,Present,0.75,6.35,1,75,37,11,47.15,Medium,Medium,2.76,Average,23:00.1,ML/DL
S3024,Mahnoor Anwar,B003,Saad,January,Present,0.86,9.49,0,86,49,12,75.54,Low,High,2.97,Above Average,17:17.5,ML/DL
S3025,Salman Tariq,B003,Saad,January,Present,0.93,15.18,0,93,47,15,92.85,Low,High,3.51,Excellent,09:12.3,ML/DL
S3026,Kamran Abbas,B003,Saad,January,Late,0.73,6.91,2,73,38,11,48.09,Medium,Medium,2.07,Average,09:45.3,ML/DL
S3027,Shahbaz Khan,B003,Saad,January,Present,0.47,1.87,3,47,40,10,36.49,High,Low,1.73,Below Average,04:39.6,ML/DL
S3028,Zara Sheikh,B003,Saad,January,Present,0.8,9.82,1,80,46,12,76.18,Low,High,3.09,Above Average,13:31.4,ML/DL
S3029,Beenish Khalid,B003,Saad,January,Present,0.84,6.38,0,84,49,13,79.73,Low,High,3.45,Above Average,12:36.5,ML/DL
S3030,Fatima Noor,B003,Saad,January,Present,0.64,5.25,1,64,39,14,43.22,Medium,Medium,2.56,Average,19:07.3,ML/DL
S3001,Noman Yousaf,B003,Saad,February,Present,0.44,1.72,4,44,33,6,22.83,High,Low,1.36,Below Average,07:59.2,ML/DL
S3002,Adeel Farooq,B003,Saad,February,Present,0.79,6.93,0,79,48,15,72.52,Low,High,3.39,Above Average,00:58.3,ML/DL
S3003,Hira Rasheed,B003,Saad,February,Late,0.92,17.95,0,92,45,18,81.34,Low,High,3.95,Excellent,23:47.2,ML/DL
S3004,Farhan Sheikh,B003,Saad,February,Present,0.96,17.57,0,96,47,18,95.04,Low,High,3.88,Excellent,06:56.2,ML/DL
S3005,Nadia Shah,B003,Saad,February,Present,0.67,5.82,1,67,44,14,44.19,Medium,Medium,2.64,Average,06:39.4,ML/DL
S3006,Salman Ahmed,B003,Saad,February,Late,0.55,2.92,4,55,39,8,31.57,High,Low,1.23,Below Average,10:01.4,ML/DL
S3007,Sara Malik,B003,Saad,February,Present,0.99,15.59,0,99,50,16,87.58,Low,High,3.76,Excellent,19:16.5,ML/DL
S3008,Imran Akhtar,B003,Saad,February,Present,0.97,11.84,0,97,47,20,80.6,Low,High,3.97,Excellent,06:11.4,ML/DL
S3009,Beenish Arif,B003,Saad,February,Absent,0.59,1.78,3,59,31,6,39.61,High,Low,1.44,Below Average,16:18.2,ML/DL
S3010,Anum Shahid,B003,Saad,February,Present,0.83,6.25,0,83,40,14,63.2,Low,High,3.02,Above Average,06:36.2,ML/DL
S3011,Sana Qureshi,B003,Saad,February,Present,0.47,3.46,2,47,35,7,23.94,High,Low,0.6,Below Average,21:52.2,ML/DL
S3012,Hira Khan,B003,Saad,February,Late,0.96,10.31,0,96,48,17,93.66,Low,High,3.67,Excellent,17:21.5,ML/DL
S3013,Junaid Khan,B003,Saad,February,Late,0.96,13.29,0,96,45,18,89.02,Low,High,3.79,Excellent,05:42.3,ML/DL
S3014,Ayesha Siddiqui,B003,Saad,February,Present,0.66,6.24,1,66,44,10,43.57,Medium,Medium,2.25,Average,02:24.4,ML/DL
S3015,Furqan Iqbal,B003,Saad,February,Absent,0.99,17.8,0,99,45,15,89.29,Low,High,3.9,Excellent,19:14.4,ML/DL
S3016,Aliya Shah,B003,Saad,February,Present,0.92,19.56,0,92,48,17,82.96,Low,High,3.96,Excellent,21:41.3,ML/DL
S3017,Shazia Malik,B003,Saad,February,Absent,0.86,9.15,0,86,46,13,63.73,Low,High,2.91,Above Average,21:54.4,ML/DL
S3018,Tanveer Abbas,B003,Saad,February,Present,0.67,4.69,1,67,39,10,41.94,Medium,Medium,2.65,Average,10:04.2,ML/DL
S3019,Lubna Iqbal,B003,Saad,February,Present,0.95,14.93,0,95,50,17,97.83,Low,High,3.8,Excellent,05:09.5,ML/DL
S3020,Imran Khan,B003,Saad,February,Present,0.42,1.73,4,42,33,9,34.12,High,Low,1.5,Below Average,11:35.4,ML/DL
S3021,Nadia Saleem,B003,Saad,February,Present,0.63,5.11,1,63,35,13,47.36,Medium,Medium,2.46,Average,16:22.2,ML/DL
S3022,Rizwan Ali,B003,Saad,February,Absent,0.79,8.58,1,79,43,16,76.25,Low,High,3.09,Above Average,15:37.1,ML/DL
S3023,Kashif Raza,B003,Saad,February,Present,0.91,19.7,0,91,47,17,96.08,Low,High,3.57,Excellent,01:23.5,ML/DL
S3024,Mahnoor Anwar,B003,Saad,February,Absent,0.94,19.1,0,94,47,16,83.75,Low,High,3.75,Excellent,04:46.1,ML/DL
S3025,Salman Tariq,B003,Saad,February,Present,0.47,2,4,47,31,10,23.84,High,Low,0.54,Below Average,10:01.4,ML/DL
S3026,Kamran Abbas,B003,Saad,February,Present,0.56,1.27,3,56,31,5,39.48,High,Low,0.79,Below Average,09:02.6,ML/DL
S3027,Shahbaz Khan,B003,Saad,February,Absent,0.7,5.43,2,70,36,11,42.7,Medium,Medium,2.25,Average,08:49.4,ML/DL
S3028,Zara Sheikh,B003,Saad,February,Present,0.69,6.85,2,69,37,10,53.28,Medium,Medium,2.21,Average,08:05.4,ML/DL
S3029,Beenish Khalid,B003,Saad,February,Late,0.41,3.17,4,41,39,5,32.93,High,Low,1.61,Below Average,12:50.4,ML/DL
S3030,Fatima Noor,B003,Saad,February,Present,0.56,3.61,4,56,40,8,38.55,High,Low,0.82,Below Average,16:03.4,ML/DL
S3001,Noman Yousaf,B003,Saad,March,Absent,0.61,5.76,2,61,44,11,41.79,Medium,Medium,2.54,Average,18:56.8,ML/DL
S3002,Adeel Farooq,B003,Saad,March,Present,0.95,17.61,0,95,47,20,91.19,Low,High,3.61,Excellent,20:24.6,ML/DL
S3003,Hira Rasheed,B003,Saad,March,Present,0.99,18.76,0,99,46,17,92.41,Low,High,3.98,Excellent,13:49.0,ML/DL
S3004,Farhan Sheikh,B003,Saad,March,Present,0.82,9.16,1,82,47,16,74.59,Low,High,3.43,Above Average,08:28.3,ML/DL
S3005,Nadia Shah,B003,Saad,March,Absent,0.76,7.66,0,76,40,15,79.92,Low,High,3.12,Above Average,08:39.2,ML/DL
S3006,Salman Ahmed,B003,Saad,March,Present,0.48,2.82,3,48,33,6,38.89,High,Low,1.97,Below Average,07:01.3,ML/DL
S3007,Sara Malik,B003,Saad,March,Late,0.93,16.72,0,93,50,19,85.36,Low,High,3.95,Excellent,15:37.1,ML/DL
S3008,Imran Akhtar,B003,Saad,March,Present,0.53,1.37,3,53,38,9,28.49,High,Low,1.62,Below Average,03:35.3,ML/DL
S3009,Beenish Arif,B003,Saad,March,Absent,1,18.7,0,100,46,18,86.23,Low,High,3.6,Excellent,11:12.4,ML/DL
S3010,Anum Shahid,B003,Saad,March,Late,0.5,1.8,4,50,31,7,26.69,High,Low,0.69,Below Average,16:35.3,ML/DL
S3011,Sana Qureshi,B003,Saad,March,Present,0.62,4.6,2,62,40,14,40.5,Medium,Medium,2.38,Average,19:53.4,ML/DL
S3012,Hira Khan,B003,Saad,March,Present,0.5,3.39,3,50,37,5,33.71,High,Low,1.66,Below Average,20:49.8,ML/DL
S3013,Junaid Khan,B003,Saad,March,Present,0.71,4.14,1,71,38,13,56.8,Medium,Medium,2.38,Average,02:04.3,ML/DL
S3014,Ayesha Siddiqui,B003,Saad,March,Late,0.81,6.52,1,81,41,12,62.24,Low,High,3.16,Above Average,05:53.6,ML/DL
S3015,Furqan Iqbal,B003,Saad,March,Late,0.98,19.03,0,98,45,17,97.6,Low,High,3.61,Excellent,13:13.4,ML/DL
S3016,Aliya Shah,B003,Saad,March,Present,0.84,8.08,1,84,47,13,78.12,Low,High,3.31,Above Average,16:54.2,ML/DL
S3017,Shazia Malik,B003,Saad,March,Late,0.95,17.44,0,95,48,16,80.29,Low,High,3.62,Excellent,23:56.2,ML/DL
S3018,Tanveer Abbas,B003,Saad,March,Present,0.67,6.79,2,67,36,10,46.91,Medium,Medium,2.15,Average,21:59.8,ML/DL
S3019,Lubna Iqbal,B003,Saad,March,Present,0.83,6.96,0,83,50,15,63.68,Low,High,3.04,Above Average,03:54.4,ML/DL
S3020,Imran Khan,B003,Saad,March,Present,0.78,9.13,0,78,46,13,63.32,Low,High,3.45,Above Average,18:12.3,ML/DL
S3021,Nadia Saleem,B003,Saad,March,Absent,0.47,2.8,2,47,39,7,39.83,High,Low,0.61,Below Average,14:25.4,ML/DL
S3022,Rizwan Ali,B003,Saad,March,Present,0.52,2.27,3,52,37,10,30.29,High,Low,1.21,Below Average,19:16.5,ML/DL
S3023,Kashif Raza,B003,Saad,March,Late,0.6,2.54,4,60,30,10,30.8,High,Low,1.04,Below Average,15:53.5,ML/DL
S3024,Mahnoor Anwar,B003,Saad,March,Absent,1,11.78,0,100,48,16,87.41,Low,High,3.94,Excellent,02:53.4,ML/DL
S3025,Salman Tariq,B003,Saad,March,Present,0.74,4.8,2,74,45,13,58.12,Medium,Medium,2.03,Average,09:18.4,ML/DL
S3026,Kamran Abbas,B003,Saad,March,Present,0.95,11.23,0,95,46,20,80.35,Low,High,3.89,Excellent,13:59.2,ML/DL
S3027,Shahbaz Khan,B003,Saad,March,Present,0.79,9.86,0,79,46,15,68.13,Low,High,3.41,Above Average,09:06.7,ML/DL
S3028,Zara Sheikh,B003,Saad,March,Absent,0.82,8.76,0,82,44,16,60.56,Low,High,2.84,Above Average,05:42.3,ML/DL
S3029,Beenish Khalid,B003,Saad,March,Present,0.76,9.76,0,76,50,16,69.49,Low,High,3.24,Above Average,10:25.4,ML/DL
S3030,Fatima Noor,B003,Saad,March,Present,0.93,19.27,0,93,49,18,81.45,Low,High,3.87,Excellent,11:26.4,ML/DL
S4001,Zainab Tariq,B004,Usama,January,Present,0.57,3.84,3,57,34,5,36.42,High,Low,1.52,Below Average,12:38.6,Web Development
S4002,Iqra Javed,B004,Usama,January,Present,0.86,8.84,0,86,41,15,71.21,Low,High,2.86,Above Average,11:35.5,Web Development
S4003,Beenish Arif,B004,Usama,January,Present,0.93,16.34,0,93,45,18,85.59,Low,High,3.98,Excellent,03:47.7,Web Development
S4004,Madiha Saeed,B004,Usama,January,Present,1,12.91,0,100,50,17,96.18,Low,High,3.66,Excellent,21:12.2,Web Development
S4005,Zainab Khalid,B004,Usama,January,Late,1,10.68,0,100,47,16,82.36,Low,High,3.81,Excellent,22:00.4,Web Development
S4006,Junaid Khan,B004,Usama,January,Late,0.58,3.75,3,58,38,5,29.06,High,Low,0.58,Below Average,18:58.5,Web Development
S4007,Rizwan Zafar,B004,Usama,January,Present,0.58,2,3,58,35,6,39.6,High,Low,0.53,Below Average,19:57.3,Web Development
S4008,Usman Iqbal,B004,Usama,January,Present,0.86,6.74,0,86,47,16,63.8,Low,High,3.03,Above Average,09:11.5,Web Development
S4009,Taimoor Khalid,B004,Usama,January,Present,0.69,5.09,1,69,35,14,50.88,Medium,Medium,2.42,Average,17:51.3,Web Development
S4010,Hamza Tariq,B004,Usama,January,Present,0.96,16.52,0,96,48,17,96.36,Low,High,3.9,Excellent,05:20.5,Web Development
S4011,Laiba Aslam,B004,Usama,January,Present,0.95,17.41,0,95,47,18,86.46,Low,High,3.69,Excellent,00:41.1,Web Development
S4012,Hira Rasheed,B004,Usama,January,Present,0.72,5.91,2,72,37,13,51.53,Medium,Medium,2.16,Average,12:25.5,Web Development
S4013,Amna Khan,B004,Usama,January,Present,0.55,1.93,2,55,35,8,23.16,High,Low,1.13,Below Average,08:15.4,Web Development
S4014,Hira Khan,B004,Usama,January,Present,0.93,12.3,0,93,48,17,97.38,Low,High,3.88,Excellent,05:20.5,Web Development
S4015,Rehan Ali,B004,Usama,January,Present,0.65,6.92,1,65,38,11,52.26,Medium,Medium,2.33,Average,18:45.6,Web Development
S4016,Sara Malik,B004,Usama,January,Present,0.52,2.09,4,52,39,7,35.75,High,Low,0.95,Below Average,02:36.4,Web Development
S4017,Rabia Tariq,B004,Usama,January,Present,0.73,4.14,2,73,37,14,48.89,Medium,Medium,2.76,Average,13:59.2,Web Development
S4018,Ayesha Siddiqui,B004,Usama,January,Late,0.99,12.93,0,99,48,16,90.14,Low,High,3.72,Excellent,01:54.1,Web Development
S4019,Mehwish Anwar,B004,Usama,January,Present,0.45,1.67,2,45,38,6,21.85,High,Low,0.88,Below Average,16:27.1,Web Development
S4020,Rafia Noor,B004,Usama,January,Present,0.63,6.92,2,63,40,13,47.11,Medium,Medium,2.26,Average,04:38.1,Web Development
S4021,Mahnoor Anwar,B004,Usama,January,Absent,0.94,13.25,0,94,46,17,94.73,Low,High,3.88,Excellent,23:47.2,Web Development
S4022,Furqan Iqbal,B004,Usama,January,Present,0.47,2.5,3,47,35,6,28.27,High,Low,1.55,Below Average,00:57.3,Web Development
S4023,Imran Khan,B004,Usama,January,Late,0.42,2.11,2,42,32,7,32.48,High,Low,1.07,Below Average,08:08.0,Web Development
S4024,Imran Akhtar,B004,Usama,January,Late,0.91,14.4,0,91,50,16,96.17,Low,High,3.63,Excellent,17:17.5,Web Development
S4025,Rizwan Ali,B004,Usama,January,Present,0.59,3.04,2,59,31,6,26.73,High,Low,1.4,Below Average,22:43.5,Web Development
S4026,Bilal Hussain,B004,Usama,January,Present,0.86,8.55,1,86,44,14,75.89,Low,High,2.89,Above Average,18:13.9,Web Development
S4027,Aqsa Siddiqui,B004,Usama,January,Late,0.59,3.1,3,59,36,8,29.41,High,Low,1.46,Below Average,23:38.6,Web Development
S4028,Shazia Malik,B004,Usama,January,Present,0.91,12.21,0,91,50,20,84.3,Low,High,3.66,Excellent,02:05.1,Web Development
S4029,Adil Ahmed,B004,Usama,January,Late,0.72,6.57,2,72,45,14,56.58,Medium,Medium,2.55,Average,18:03.4,Web Development
S4030,Salman Tariq,B004,Usama,January,Present,0.52,2.96,3,52,40,7,32.75,High,Low,1.48,Below Average,08:52.2,Web Development
S4001,Zainab Tariq,B004,Usama,February,Absent,0.65,5.72,2,65,37,13,44.53,Medium,Medium,2.8,Average,13:51.5,Web Development
S4002,Iqra Javed,B004,Usama,February,Present,0.47,1.14,3,47,33,7,32.13,High,Low,1.99,Below Average,09:31.3,Web Development
S4003,Beenish Arif,B004,Usama,February,Present,0.47,1.56,4,47,31,5,38.31,High,Low,1.86,Below Average,13:59.3,Web Development
S4004,Madiha Saeed,B004,Usama,February,Present,0.57,1.55,4,57,31,8,25.28,High,Low,0.94,Below Average,09:35.0,Web Development
S4005,Zainab Khalid,B004,Usama,February,Present,0.75,4.95,2,75,35,12,50,Medium,Medium,2.33,Average,17:29.2,Web Development
S4006,Junaid Khan,B004,Usama,February,Present,0.91,10.83,0,91,49,19,98.78,Low,High,3.83,Excellent,10:59.3,Web Development
S4007,Rizwan Zafar,B004,Usama,February,Present,0.4,2.67,3,40,31,6,25.22,High,Low,1.96,Below Average,16:30.4,Web Development
S4008,Usman Iqbal,B004,Usama,February,Present,0.99,16.55,0,99,48,17,96,Low,High,3.51,Excellent,17:20.4,Web Development
S4009,Taimoor Khalid,B004,Usama,February,Absent,0.53,3.81,2,53,38,6,22.38,High,Low,0.5,Below Average,16:49.4,Web Development
S4010,Hamza Tariq,B004,Usama,February,Present,0.59,3.22,2,59,39,10,25.39,High,Low,0.96,Below Average,00:30.3,Web Development
S4011,Laiba Aslam,B004,Usama,February,Present,0.91,10.14,0,91,46,18,84.19,Low,High,3.65,Excellent,00:19.3,Web Development
S4012,Hira Rasheed,B004,Usama,February,Present,0.94,12.8,0,94,46,18,88.65,Low,High,3.66,Excellent,02:20.6,Web Development
S4013,Amna Khan,B004,Usama,February,Present,0.43,2.65,2,43,37,5,30.06,High,Low,0.56,Below Average,19:50.4,Web Development
S4014,Hira Khan,B004,Usama,February,Present,0.84,8.48,1,84,42,12,75.03,Low,High,3.1,Above Average,08:34.3,Web Development
S4015,Rehan Ali,B004,Usama,February,Present,0.75,7.91,1,75,40,15,66.26,Low,High,3.49,Above Average,06:50.8,Web Development
S4016,Sara Malik,B004,Usama,February,Present,0.61,5.51,1,61,45,13,51.27,Medium,Medium,2.7,Average,06:07.4,Web Development
S4017,Rabia Tariq,B004,Usama,February,Present,0.56,2.07,2,56,33,9,21.2,High,Low,1.44,Below Average,22:57.5,Web Development
S4018,Ayesha Siddiqui,B004,Usama,February,Late,0.98,10.65,0,98,47,19,92.61,Low,High,3.55,Excellent,16:54.1,Web Development
S4019,Mehwish Anwar,B004,Usama,February,Present,0.59,3.1,4,59,37,5,39.14,High,Low,1.48,Below Average,19:27.3,Web Development
S4020,Rafia Noor,B004,Usama,February,Present,0.83,7.81,1,83,42,15,67.85,Low,High,3.12,Above Average,06:52.4,Web Development
S4021,Mahnoor Anwar,B004,Usama,February,Present,0.87,9.6,1,87,43,13,79.28,Low,High,3.21,Above Average,00:47.4,Web Development
S4022,Furqan Iqbal,B004,Usama,February,Late,0.97,14.73,0,97,50,18,96.77,Low,High,3.87,Excellent,09:42.6,Web Development
S4023,Imran Khan,B004,Usama,February,Late,0.6,2.14,4,60,30,5,33.32,High,Low,1.88,Below Average,18:11.4,Web Development
S4024,Imran Akhtar,B004,Usama,February,Present,0.82,7.6,1,82,44,16,68.1,Low,High,3.19,Above Average,01:55.4,Web Development
S4025,Rizwan Ali,B004,Usama,February,Present,0.74,5.42,2,74,38,10,48.24,Medium,Medium,2.78,Average,13:59.2,Web Development
S4026,Bilal Hussain,B004,Usama,February,Present,0.43,1.22,4,43,33,8,20.69,High,Low,1.35,Below Average,14:10.5,Web Development
S4027,Aqsa Siddiqui,B004,Usama,February,Present,0.94,13.39,0,94,49,20,95.93,Low,High,3.74,Excellent,16:54.2,Web Development
S4028,Shazia Malik,B004,Usama,February,Present,0.46,3.99,4,46,36,6,39.59,High,Low,1.33,Below Average,07:31.6,Web Development
S4029,Adil Ahmed,B004,Usama,February,Late,0.99,11.87,0,99,50,15,98.78,Low,High,3.81,Excellent,08:44.4,Web Development
S4030,Salman Tariq,B004,Usama,February,Absent,0.44,3.22,2,44,38,8,34.63,High,Low,1.06,Below Average,15:30.2,Web Development
S4001,Zainab Tariq,B004,Usama,March,Late,0.57,3.27,2,57,39,6,39.18,High,Low,1.73,Below Average,06:51.4,Web Development
S4002,Iqra Javed,B004,Usama,March,Present,0.56,1.7,2,56,35,7,24.7,High,Low,1.68,Below Average,12:13.9,Web Development
S4003,Beenish Arif,B004,Usama,March,Present,0.44,2.7,4,44,37,9,27.75,High,Low,1.92,Below Average,20:40.0,Web Development
S4004,Madiha Saeed,B004,Usama,March,Present,0.95,19.8,0,95,46,18,89.38,Low,High,3.84,Excellent,23:23.5,Web Development
S4005,Zainab Khalid,B004,Usama,March,Absent,0.86,8.37,0,86,50,12,67.06,Low,High,3.01,Above Average,13:31.8,Web Development
S4006,Junaid Khan,B004,Usama,March,Present,1,19.69,0,100,45,19,94.24,Low,High,3.55,Excellent,22:22.3,Web Development
S4007,Rizwan Zafar,B004,Usama,March,Late,0.5,2.33,2,50,34,8,31.95,High,Low,0.73,Below Average,17:57.3,Web Development
S4008,Usman Iqbal,B004,Usama,March,Present,0.5,3.56,4,50,37,10,32.69,High,Low,1.52,Below Average,12:37.1,Web Development
S4009,Taimoor Khalid,B004,Usama,March,Present,0.55,3.88,4,55,35,6,23.16,High,Low,1.84,Below Average,22:28.6,Web Development
S4010,Hamza Tariq,B004,Usama,March,Late,0.97,17.2,0,97,48,16,99.78,Low,High,3.55,Excellent,06:10.1,Web Development
S4011,Laiba Aslam,B004,Usama,March,Late,0.93,19.18,0,93,48,19,97.3,Low,High,3.78,Excellent,18:35.3,Web Development
S4012,Hira Rasheed,B004,Usama,March,Present,0.72,5.11,1,72,44,13,48.96,Medium,Medium,2.08,Average,13:37.2,Web Development
S4013,Amna Khan,B004,Usama,March,Absent,0.53,2.32,4,53,31,6,24.13,High,Low,1.79,Below Average,00:00.4,Web Development
S4014,Hira Khan,B004,Usama,March,Present,0.93,17.7,0,93,47,19,87.39,Low,High,3.58,Excellent,08:10.5,Web Development
S4015,Rehan Ali,B004,Usama,March,Present,0.95,12.44,0,95,49,20,86.11,Low,High,3.69,Excellent,19:46.5,Web Development
S4016,Sara Malik,B004,Usama,March,Present,0.93,11.26,0,93,46,20,96.73,Low,High,3.75,Excellent,03:47.7,Web Development
S4017,Rabia Tariq,B004,Usama,March,Present,0.77,7.99,0,77,48,16,71.5,Low,High,2.81,Above Average,05:23.2,Web Development
S4018,Ayesha Siddiqui,B004,Usama,March,Absent,0.69,6.4,2,69,45,12,57.62,Medium,Medium,2.16,Average,17:13.4,Web Development
S4019,Mehwish Anwar,B004,Usama,March,Late,0.94,11.72,0,94,45,16,92.33,Low,High,3.51,Excellent,21:21.2,Web Development
S4020,Rafia Noor,B004,Usama,March,Present,0.94,18.14,0,94,49,20,84.81,Low,High,3.97,Excellent,03:29.4,Web Development
S4021,Mahnoor Anwar,B004,Usama,March,Present,0.48,2.77,2,48,35,5,22,High,Low,1.67,Below Average,22:20.3,Web Development
S4022,Furqan Iqbal,B004,Usama,March,Late,0.48,3.67,3,48,35,7,23.19,High,Low,0.65,Below Average,19:49.4,Web Development
S4023,Imran Khan,B004,Usama,March,Present,0.64,6.76,1,64,45,14,48.53,Medium,Medium,2,Average,21:02.3,Web Development
S4024,Imran Akhtar,B004,Usama,March,Present,0.51,3.29,2,51,39,5,29.9,High,Low,1.53,Below Average,03:54.4,Web Development
S4025,Rizwan Ali,B004,Usama,March,Present,0.7,4.63,2,70,36,11,58.5,Medium,Medium,2.74,Average,09:31.5,Web Development
S4026,Bilal Hussain,B004,Usama,March,Present,0.81,9.7,1,81,50,14,67.98,Low,High,3.16,Above Average,20:23.4,Web Development
S4027,Aqsa Siddiqui,B004,Usama,March,Present,0.57,3.46,4,57,38,9,29.69,High,Low,1.82,Below Average,00:27.4,Web Development
S4028,Shazia Malik,B004,Usama,March,Present,0.76,9.16,0,76,48,14,77.88,Low,High,3.01,Above Average,02:18.5,Web Development
S4029,Adil Ahmed,B004,Usama,March,Present,0.42,2.44,2,42,33,8,21.26,High,Low,1.48,Below Average,09:43.5,Web Development
S4030,Salman Tariq,B004,Usama,March,Late,0.91,12.14,0,91,48,15,97.5,Low,High,3.99,Excellent,13:05.3,Web Development
S5001,Beenish Arif,B005,Bilal,January,Present,0.81,9.48,1,81,50,16,60.7,Low,High,2.87,Above Average,22:32.9,Cyber Security
S5002,Bilal Hussain,B005,Bilal,January,Present,0.98,11.8,0,98,49,16,97.9,Low,High,3.7,Excellent,10:14.2,Cyber Security
S5003,Imran Akhtar,B005,Bilal,January,Absent,0.59,2.12,2,59,33,8,35.03,High,Low,1.42,Below Average,23:51.3,Cyber Security
S5004,Hassan Raza,B005,Bilal,January,Present,0.46,2.7,2,46,33,5,28.9,High,Low,1.01,Below Average,01:00.4,Cyber Security
S5005,Sehrish Khan,B005,Bilal,January,Present,0.92,17.75,0,92,48,18,83.28,Low,High,3.7,Excellent,03:22.3,Cyber Security
S5006,Adeel Farooq,B005,Bilal,January,Present,0.48,3.57,3,48,38,8,26.74,High,Low,1.63,Below Average,15:08.4,Cyber Security
S5007,Aqsa Siddiqui,B005,Bilal,January,Present,0.73,4.61,1,73,37,11,48.99,Medium,Medium,2.46,Average,18:46.6,Cyber Security
S5008,Sana Qureshi,B005,Bilal,January,Present,0.95,19.04,0,95,50,19,80.61,Low,High,3.57,Excellent,16:55.5,Cyber Security
S5009,Shahbaz Khan,B005,Bilal,January,Present,0.75,6.62,2,75,40,13,57.56,Medium,Medium,2.71,Average,22:09.3,Cyber Security
S5010,Furqan Iqbal,B005,Bilal,January,Absent,0.8,9.43,1,80,41,16,66.88,Low,High,3.12,Above Average,17:45.2,Cyber Security
S5011,Lubna Iqbal,B005,Bilal,January,Late,0.58,2.73,3,58,36,9,20.55,High,Low,0.97,Below Average,23:03.7,Cyber Security
S5012,Huma Yousaf,B005,Bilal,January,Present,0.97,13.7,0,97,45,16,89.12,Low,High,3.98,Excellent,09:18.4,Cyber Security
S5013,Kashif Raza,B005,Bilal,January,Absent,0.92,19.08,0,92,46,17,80.61,Low,High,3.59,Excellent,00:57.4,Cyber Security
S5014,Sara Malik,B005,Bilal,January,Present,0.84,7.58,1,84,46,12,66.79,Low,High,3.23,Above Average,15:21.4,Cyber Security
S5015,Usama Khalid,B005,Bilal,January,Present,0.63,4.3,2,63,36,11,44.65,Medium,Medium,2.75,Average,12:50.1,Cyber Security
S5016,Usman Iqbal,B005,Bilal,January,Absent,0.94,12.07,0,94,50,15,93.04,Low,High,3.86,Excellent,09:07.1,Cyber Security
S5017,Nadia Saleem,B005,Bilal,January,Present,0.41,1.03,2,41,39,5,38.04,High,Low,1.23,Below Average,04:32.9,Cyber Security
S5018,Rafia Noor,B005,Bilal,January,Present,0.46,3.82,2,46,38,9,27.16,High,Low,1.84,Below Average,21:21.2,Cyber Security
S5019,Aliya Shah,B005,Bilal,January,Present,0.91,19.11,0,91,47,17,91.83,Low,High,3.72,Excellent,15:05.2,Cyber Security
S5020,Anum Raza,B005,Bilal,January,Present,0.76,9.4,1,76,48,13,76.02,Low,High,3.11,Above Average,23:42.5,Cyber Security
S5021,Rehan Ali,B005,Bilal,January,Absent,0.77,7.38,1,77,47,12,77.58,Low,High,3.26,Above Average,00:29.6,Cyber Security
S5022,Salman Ahmed,B005,Bilal,January,Present,0.7,5.19,2,70,40,12,45.37,Medium,Medium,2.38,Average,03:14.3,Cyber Security
S5023,Amna Khan,B005,Bilal,January,Present,0.74,6.47,1,74,36,10,59.88,Medium,Medium,2.4,Average,23:00.1,Cyber Security
S5024,Faisal Qureshi,B005,Bilal,January,Present,0.91,16.73,0,91,49,16,98.98,Low,High,3.6,Excellent,17:17.5,Cyber Security
S5025,Kamran Abbas,B005,Bilal,January,Present,0.43,2.31,2,43,40,6,35.47,High,Low,1.81,Below Average,09:12.3,Cyber Security
S5026,Nouman Haider,B005,Bilal,January,Present,0.46,1.96,4,46,38,7,36.68,High,Low,1.36,Below Average,09:45.3,Cyber Security
