date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,record_id
10/12/2024,S2650,Mariam,Business Analytics,High,Excellent,16:34.3,C103,Present,3.88,0.91,14.94,0,91,49,18,95.58,Low,2057
10/6/2024,S1838,Hassan,Business Analytics,High,Excellent,16:13.4,C103,Present,3.92,0.99,15.56,0,99,49,17,85.6,Low,2058
10/11/2024,S1520,Saad,Cybersecurity,Medium,Average,19:35.4,C101,Present,2.66,0.73,5.43,1,73,44,13,50.95,Medium,2059
10/15/2024,S2889,Aleena,Business Analytics,High,Excellent,11:04.2,C104,Absent,3.84,0.96,17.84,0,96,48,20,98.06,Low,2060
10/7/2024,S3989,Taha,Cybersecurity,High,Above Average,02:41.5,C104,Present,3.14,0.85,8.36,0,85,50,12,63.69,Low,2061
10/5/2024,S1868,Mehwish,Web Development,High,Excellent,05:45.4,C104,Present,3.68,0.97,17.95,0,97,47,19,86.05,Low,2062
10/13/2024,S823,Bilal,Web Development,Low,Below Average,12:01.3,C103,Late,1.72,0.56,2.46,4,56,33,8,28.29,High,2063
10/25/2024,S3326,Hamza,AI,Medium,Average,10:54.2,C102,Present,2.87,0.85,7.92,0,85,42,16,78.33,Medium,2064
10/13/2024,S1890,Danish,Cybersecurity,High,Excellent,05:23.4,C101,Absent,3.53,0.92,13.31,0,92,48,20,95.78,Low,2065
10/1/2024,S253,Bilal,AI,Low,Below Average,01:06.2,C102,Present,0.64,0.47,1.26,4,47,31,9,20.76,High,2066
10/13/2024,S3061,Iqra,Web Development,High,Excellent,22:33.9,C101,Late,3.53,0.92,10.09,0,92,45,15,84.53,Low,2067
10/17/2024,S1841,Noor,Business Analytics,High,Excellent,12:36.5,C102,Present,3.61,0.96,19.12,0,96,50,17,93.63,Low,2068
10/19/2024,S3489,Taha,Data Science,High,Above Average,01:50.2,C105,Present,2.92,0.76,7.05,1,76,47,13,74.28,Low,2069
10/12/2024,S3859,Hassan,Cybersecurity,High,Above Average,12:50.1,C103,Present,3.0,0.83,7.66,0,83,43,16,63.77,Low,2070
10/5/2024,S3396,Imran,Web Development,High,Above Average,00:21.6,C102,Present,3.11,0.76,8.24,1,76,42,13,63.12,Low,2071
10/3/2024,S1543,Imran,Web Development,Medium,Average,15:55.9,C104,Present,2.58,0.67,5.04,2,67,40,10,49.07,Medium,2072
10/13/2024,S1517,Ahmed,Cybersecurity,Medium,Average,22:54.5,C101,Present,2.68,0.68,6.87,1,68,36,12,45.02,Medium,2073
10/18/2024,S197,Bilal,AI,Low,Below Average,22:09.3,C103,Late,1.88,0.48,2.26,3,48,32,6,33.99,High,2074
10/7/2024,S3080,Danish,Data Science,High,Excellent,02:29.1,C102,Present,3.75,0.99,16.13,0,99,46,20,93.49,Low,2075
10/21/2024,S358,Fatima,AI,Low,Below Average,21:54.3,C104,Late,0.97,0.48,2.47,3,48,39,5,35.87,High,2076
10/1/2024,S3835,Ayaan,Cybersecurity,High,Above Average,22:20.4,C102,Present,2.96,0.84,8.97,1,84,43,12,75.54,Low,2077
10/14/2024,S2921,Hassan,Cybersecurity,High,Excellent,07:00.2,C102,Late,3.97,0.96,14.75,0,96,50,17,83.22,Low,2078
10/19/2024,S2837,Laiba,AI,High,Excellent,16:36.5,C101,Present,3.93,0.97,14.03,0,97,46,15,98.82,Low,2079
10/2/2024,S912,Usman,Cybersecurity,Low,Below Average,07:13.4,C104,Late,0.91,0.42,1.74,4,42,38,8,35.73,High,2080
10/21/2024,S004,Danish,Web Development,Low,Below Average,18:11.4,C102,Present,1.11,0.58,1.18,3,58,30,6,23.46,High,2081
10/13/2024,S2717,Ayaan,Web Development,High,Excellent,14:50.2,C104,Present,3.61,0.97,19.31,0,97,47,18,83.09,Low,2082
10/1/2024,S1049,Hassan,AI,Low,Below Average,05:20.5,C103,Present,1.27,0.52,1.15,3,52,35,10,26.49,High,2083
10/11/2024,S1124,Mariam,Data Science,Low,Below Average,05:09.5,C103,Present,1.45,0.42,1.07,3,42,40,5,30.63,High,2084
10/10/2024,S3309,Hira,Cybersecurity,High,Above Average,12:46.2,C101,Present,3.5,0.88,6.59,0,88,41,15,69.67,Low,2085
10/26/2024,S1643,Fatima,Business Analytics,Medium,Average,10:01.3,C103,Late,2.2,0.63,5.69,2,63,40,12,52.0,Medium,2086
10/17/2024,S1140,Saad,Data Science,Low,Below Average,15:05.2,C105,Present,0.85,0.55,1.33,2,55,30,9,27.56,High,2087
10/3/2024,S867,Iqra,Business Analytics,Low,Below Average,21:24.3,C102,Present,0.65,0.43,1.24,2,43,38,6,22.35,High,2088
10/13/2024,S580,Noor,Cybersecurity,High,Above Average,02:05.1,C103,Present,1.56,0.43,3.81,4,43,37,10,32.17,Medium,2089
10/2/2024,S1003,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,0.97,0.51,3.59,2,51,32,6,30.66,High,2090
10/25/2024,S519,Imran,Data Science,Low,Below Average,10:11.6,C105,Present,0.97,0.43,3.68,4,43,39,6,24.55,High,2091
10/26/2024,S2274,Iqra,Data Science,Medium,Average,22:55.4,C101,Late,3.85,0.93,19.36,0,93,49,15,83.44,High,2092
10/13/2024,S3268,Mariam,Business Analytics,High,Above Average,05:10.2,C102,Present,3.45,0.9,7.27,1,90,49,16,60.17,Low,2093
10/6/2024,S3275,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.06,0.78,7.1,1,78,42,13,62.83,Low,2094
10/23/2024,S133,Saad,Cybersecurity,Low,Below Average,01:00.5,C104,Present,0.89,0.54,1.65,2,54,36,7,35.61,High,2095
10/13/2024,S2016,Danish,Cybersecurity,High,Excellent,05:23.4,C101,Absent,3.9,0.94,13.02,0,94,46,16,80.12,Low,2096
10/11/2024,S368,Mariam,Data Science,High,Average,05:09.5,C103,Present,0.68,0.44,1.94,4,44,39,10,38.53,Low,2097
10/9/2024,S1439,Bilal,Cybersecurity,Medium,Average,12:36.4,C103,Present,2.4,0.61,4.39,2,61,40,14,50.92,Medium,2098
10/1/2024,S1865,Laiba,AI,Medium,Above Average,22:40.3,C104,Absent,3.58,0.94,12.47,0,94,49,17,97.96,High,2099
10/21/2024,S3919,Noor,AI,Low,Below Average,23:47.2,C102,Present,3.42,0.89,6.76,1,89,46,14,77.65,High,2100
10/12/2024,S1406,Hassan,Business Analytics,Medium,Average,18:12.3,C101,Present,2.37,0.72,6.36,2,72,44,14,49.64,Medium,2101
10/17/2024,S2041,Ahmed,AI,High,Excellent,15:17.3,C105,Present,3.94,0.99,14.96,0,99,50,18,80.78,Low,2102
10/6/2024,S2163,Danish,AI,Medium,Above Average,18:57.0,C101,Absent,3.7,0.94,17.73,0,94,50,16,80.63,Medium,2103
10/11/2024,S1211,Aleena,Cybersecurity,Low,Above Average,05:23.2,C102,Present,2.28,0.75,5.76,2,75,41,10,54.5,High,2104
10/20/2024,S006,Hamza,Data Science,Low,Below Average,09:54.5,C105,Late,1.55,0.47,1.93,4,47,32,6,26.07,High,2105
10/3/2024,S1427,Bilal,Business Analytics,Medium,Average,00:58.3,C104,Absent,2.14,0.64,4.19,2,64,45,11,45.56,Medium,2106
10/7/2024,S2465,Hassan,Data Science,High,Excellent,06:56.2,C101,Present,3.65,0.93,17.67,0,93,48,16,97.91,Low,2107
10/6/2024,S3323,Mariam,AI,High,Above Average,15:22.2,C104,Present,3.12,0.86,6.59,1,86,41,13,71.68,Low,2108
10/12/2024,S3031,Danish,Business Analytics,High,Excellent,08:32.4,C101,Late,3.6,0.95,11.71,0,95,47,15,87.78,Low,2109
10/15/2024,S2540,Zara,Cybersecurity,Medium,Average,22:57.5,C105,Present,3.56,0.92,16.43,0,92,47,20,95.43,Medium,2110
10/1/2024,S3353,Danish,Business Analytics,High,Above Average,17:08.4,C102,Present,3.08,0.8,9.91,1,80,43,14,64.17,Low,2111
10/6/2024,S1059,Taha,Business Analytics,Low,Below Average,11:28.3,C102,Late,1.88,0.42,3.25,3,42,34,7,39.17,High,2112
10/18/2024,S1258,Usman,Cybersecurity,Medium,Average,13:02.3,C102,Present,2.06,0.62,5.72,2,62,45,14,52.43,Medium,2113
10/22/2024,S1903,Usman,Business Analytics,High,Excellent,10:53.5,C103,Absent,3.81,0.93,18.82,0,93,45,18,96.39,Low,2114
10/17/2024,S2953,Iqra,Cybersecurity,High,Excellent,08:05.4,C103,Present,3.52,0.97,18.4,0,97,49,17,99.76,Low,2115
10/5/2024,S1061,Aleena,Web Development,Low,Below Average,16:49.4,C101,Present,1.11,0.58,1.18,2,58,40,10,36.6,High,2116
10/9/2024,S2355,Iqra,Business Analytics,Medium,Above Average,05:45.8,C105,Absent,3.96,0.95,11.8,0,95,45,15,83.06,Medium,2117
10/10/2024,S766,Areeba,Cybersecurity,Low,Below Average,14:10.5,C104,Late,1.7,0.46,2.13,2,46,35,9,20.38,High,2118
10/1/2024,S555,Mariam,Web Development,Low,Below Average,14:04.3,C103,Present,1.21,0.48,3.55,4,48,33,10,27.64,High,2119
10/9/2024,S2897,Usman,Cybersecurity,High,Excellent,00:27.4,C103,Present,3.71,0.99,13.17,0,99,48,16,94.54,Low,2120
10/4/2024,S2866,Areeba,Business Analytics,Low,Above Average,17:27.5,C102,Present,3.82,0.95,18.35,0,95,47,17,86.94,High,2121
10/10/2024,S3656,Laiba,Data Science,High,Above Average,22:14.2,C104,Absent,3.14,0.79,7.74,0,79,43,15,73.43,Low,2122
10/20/2024,S784,Laiba,Web Development,Low,Below Average,04:54.1,C102,Absent,1.46,0.52,1.33,4,52,35,5,24.16,High,2123
10/5/2024,S229,Saad,Business Analytics,Low,Below Average,14:33.4,C102,Present,1.16,0.5,2.46,3,50,40,7,24.14,High,2124
10/16/2024,S981,Aleena,Web Development,Low,Below Average,19:46.5,C105,Late,1.01,0.46,2.79,2,46,31,8,28.3,High,2125
10/14/2024,S452,Bilal,Data Science,Low,Below Average,07:45.5,C101,Present,1.24,0.47,1.16,4,47,37,7,26.54,High,2126
10/21/2024,S2131,Usman,Cybersecurity,High,Excellent,14:11.2,C105,Late,3.77,0.9,16.08,0,90,47,19,81.92,Low,2127
10/17/2024,S2569,Saad,Data Science,High,Excellent,03:46.3,C102,Absent,3.89,0.91,11.28,0,91,48,17,83.31,Low,2128
10/23/2024,S2177,Usman,Cybersecurity,High,Excellent,10:35.2,C104,Late,3.98,0.93,14.27,0,93,49,18,83.17,Low,2129
10/14/2024,S2651,Hira,Web Development,High,Excellent,00:43.7,C103,Present,3.78,0.99,15.18,0,99,46,17,94.63,Low,2130
10/4/2024,S2582,Areeba,Business Analytics,High,Excellent,17:27.5,C102,Present,3.5,0.94,11.73,0,94,45,16,88.02,Low,2131
10/13/2024,S2062,Danish,Cybersecurity,High,Excellent,05:23.4,C101,Absent,3.72,0.92,10.57,0,92,49,17,92.17,Low,2132
10/6/2024,S1881,Taha,Web Development,High,Excellent,05:37.3,C103,Present,3.95,0.99,11.43,0,99,47,20,85.09,Low,2133
10/9/2024,S2955,Mehwish,AI,High,Excellent,21:52.2,C103,Late,3.91,0.92,12.94,0,92,48,15,82.52,Low,2134
10/16/2024,S1648,Mehwish,AI,Medium,Average,17:20.0,C102,Late,2.26,0.71,5.39,1,71,36,13,51.0,Medium,2135
10/6/2024,S615,Laiba,Web Development,Low,Below Average,03:29.4,C101,Present,1.22,0.49,1.66,3,49,39,6,32.84,High,2136
10/22/2024,S1985,Bilal,Business Analytics,High,Excellent,21:54.4,C103,Present,3.81,0.99,17.16,0,99,48,19,89.37,Low,2137
10/5/2024,S2101,Mehwish,Web Development,High,Excellent,05:45.4,C104,Present,3.71,1.0,11.95,0,100,46,18,82.14,Low,2138
10/20/2024,S081,Zara,Cybersecurity,Low,Below Average,03:06.4,C102,Present,1.67,0.54,2.06,2,54,40,5,28.38,High,2139
10/25/2024,S2043,Iqra,Business Analytics,High,Excellent,14:25.4,C101,Late,3.98,0.93,13.2,0,93,47,18,89.3,Low,2140
10/16/2024,S825,Fatima,Web Development,Low,Below Average,12:45.5,C104,Present,1.77,0.58,2.12,2,58,37,9,34.06,High,2141
10/6/2024,S422,Hamza,Cybersecurity,Medium,Average,07:40.6,C104,Present,1.78,0.57,1.7,3,57,31,10,25.13,Medium,2142
10/2/2024,S638,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,1.11,0.56,1.13,4,56,32,10,20.45,High,2143
10/12/2024,S2841,Mehwish,Cybersecurity,High,Excellent,16:03.5,C104,Present,3.56,0.99,18.23,0,99,50,15,98.45,Low,2144
10/11/2024,S1946,Hamza,Data Science,High,Excellent,09:52.4,C104,Present,3.86,0.93,15.45,0,93,45,16,97.23,Low,2145
10/18/2024,S1030,Bilal,AI,Low,Below Average,22:09.3,C103,Late,1.18,0.56,1.12,4,56,38,8,25.16,High,2146
10/4/2024,S3687,Areeba,AI,Low,Average,23:45.4,C102,Present,2.84,0.8,6.35,0,80,50,13,78.94,High,2147
10/9/2024,S044,Mehwish,AI,Low,Below Average,07:19.2,C102,Present,1.42,0.45,3.96,2,45,35,9,37.24,High,2148
10/17/2024,S2230,Hira,AI,Low,Average,08:48.3,C101,Present,3.96,0.97,16.71,0,97,48,19,82.62,High,2149
10/2/2024,S1116,Fatima,AI,Low,Below Average,12:23.6,C102,Present,0.54,0.5,1.58,2,50,33,5,35.64,High,2150
10/4/2024,S1171,Aleena,Business Analytics,Low,Below Average,02:53.4,C103,Present,1.02,0.54,3.64,4,54,39,7,33.15,High,2151
10/9/2024,S2532,Imran,Data Science,High,Excellent,08:44.4,C101,Late,3.86,0.91,18.67,0,91,48,16,97.64,Low,2152
10/2/2024,S487,Fatima,AI,Low,Below Average,12:23.6,C102,Present,1.52,0.57,3.84,3,57,34,5,36.42,High,2153
10/23/2024,S1914,Hamza,Business Analytics,Low,Average,08:39.2,C101,Absent,3.85,0.95,15.24,0,95,47,15,98.05,High,2154
10/7/2024,S674,Hira,AI,Medium,Excellent,03:29.4,C105,Late,1.21,0.56,3.19,4,56,37,10,24.44,Low,2155
10/9/2024,S3423,Usman,Business Analytics,High,Above Average,19:20.2,C101,Present,2.99,0.76,6.78,0,76,44,15,74.38,Low,2156
10/3/2024,S1048,Hira,AI,Low,Below Average,02:12.5,C105,Present,1.47,0.43,3.12,4,43,34,7,32.97,High,2157
10/19/2024,S3994,Areeba,Business Analytics,Low,Excellent,17:20.4,C101,Present,3.31,0.85,8.65,1,85,40,12,66.68,Medium,2158
10/16/2024,S3831,Areeba,Web Development,Low,Below Average,16:03.4,C105,Present,3.21,0.86,8.71,0,86,50,12,73.6,Medium,2159
10/14/2024,S697,Ayaan,Web Development,Low,Below Average,13:45.2,C102,Present,1.46,0.5,2.23,3,50,30,7,32.07,High,2160
10/14/2024,S3414,Fatima,AI,Low,Below Average,18:56.5,C103,Absent,3.13,0.88,7.33,0,88,46,14,61.59,High,2161
10/24/2024,S3646,Ayaan,Business Analytics,High,Above Average,10:40.5,C103,Present,3.28,0.82,6.64,0,82,42,12,62.01,Low,2162
10/23/2024,S772,Usman,Cybersecurity,Low,Below Average,19:27.3,C105,Present,1.71,0.56,3.48,3,56,39,8,26.73,High,2163
10/17/2024,S003,Zara,Cybersecurity,Low,Below Average,18:29.5,C104,Present,1.87,0.51,1.71,4,51,36,7,21.39,High,2164
10/15/2024,S472,Hamza,Web Development,Low,Below Average,21:21.2,C101,Late,0.87,0.41,3.88,4,41,30,6,26.24,High,2165
10/10/2024,S1635,Imran,AI,High,Above Average,04:49.5,C102,Late,2.16,0.7,5.43,2,70,45,11,53.79,Low,2166
10/6/2024,S1847,Taha,Business Analytics,High,Excellent,05:53.2,C101,Present,3.93,1.0,10.2,0,100,48,18,82.86,Low,2167
10/24/2024,S3638,Hira,Business Analytics,High,Above Average,05:42.1,C105,Present,2.97,0.89,8.54,1,89,40,12,62.09,Low,2168
10/9/2024,S1053,Hamza,Business Analytics,Low,Below Average,19:33.6,C105,Present,1.5,0.42,1.73,4,42,33,9,34.12,High,2169
10/21/2024,S3762,Bilal,AI,High,Above Average,13:54.5,C104,Present,3.32,0.83,7.63,1,83,46,16,76.29,Low,2170
10/12/2024,S522,Ahmed,Business Analytics,Low,Below Average,08:23.4,C105,Present,1.15,0.47,2.25,3,47,31,5,25.6,High,2171
10/10/2024,S2919,Taha,Data Science,High,Excellent,07:46.5,C103,Present,3.55,0.9,13.12,0,90,45,16,98.68,Low,2172
10/25/2024,S181,Mehwish,AI,Low,Below Average,19:53.5,C104,Present,1.15,0.43,2.24,3,43,35,9,26.39,High,2173
10/1/2024,S3402,Danish,Business Analytics,Low,Below Average,01:28.6,C105,Present,3.35,0.86,7.02,1,86,50,15,60.43,Medium,2174
10/24/2024,S3258,Noor,AI,Low,Below Average,10:14.2,C104,Absent,3.19,0.88,8.99,0,88,44,15,78.22,Medium,2175
10/8/2024,S1726,Hamza,Data Science,Medium,Average,23:14.2,C101,Present,2.56,0.65,4.05,2,65,41,12,40.96,Medium,2176
10/23/2024,S3379,Zara,Cybersecurity,High,Above Average,04:24.5,C101,Present,2.85,0.8,6.9,0,80,48,16,74.72,Low,2177
10/23/2024,S753,Imran,Web Development,Low,Below Average,05:58.6,C102,Present,1.48,0.59,3.1,4,59,37,5,39.14,High,2178
10/25/2024,S1509,Noor,Cybersecurity,Low,Excellent,17:51.3,C101,Present,2.51,0.67,6.57,1,67,42,11,50.04,High,2179
10/22/2024,S3097,Danish,Data Science,High,Excellent,11:37.3,C104,Absent,3.64,0.98,10.76,0,98,50,18,85.0,Low,2180
10/14/2024,S2422,Aleena,Web Development,High,Excellent,15:07.2,C101,Present,3.98,0.95,19.43,0,95,46,18,92.13,Low,2181
10/17/2024,S1460,Noor,AI,Medium,Average,08:39.4,C101,Present,2.14,0.64,6.52,2,64,36,13,46.26,Medium,2182
10/5/2024,S3349,Hassan,Business Analytics,High,Above Average,22:48.4,C105,Late,2.88,0.81,6.34,1,81,45,12,61.25,Low,2183
10/15/2024,S2139,Zara,Cybersecurity,High,Excellent,22:57.5,C105,Present,3.69,0.95,15.79,0,95,48,17,98.22,Low,2184
10/23/2024,S617,Imran,Cybersecurity,Low,Below Average,15:44.5,C103,Present,1.92,0.5,2.11,2,50,33,10,20.48,High,2185
10/10/2024,S1687,Noor,AI,Medium,Average,00:57.5,C102,Present,2.26,0.61,5.74,1,61,38,10,53.99,Medium,2186
10/9/2024,S2142,Usman,Cybersecurity,Low,Above Average,00:27.4,C103,Present,3.96,0.93,12.12,0,93,49,16,95.1,High,2187
10/23/2024,S2942,Fatima,Business Analytics,Medium,Below Average,21:37.3,C104,Present,3.67,0.95,18.15,0,95,48,15,90.88,Medium,2188
10/17/2024,S3803,Mariam,Data Science,High,Above Average,01:15.3,C101,Late,2.94,0.88,7.59,0,88,50,16,78.24,Low,2189
10/24/2024,S2020,Bilal,AI,High,Excellent,21:26.5,C103,Late,3.89,0.93,18.36,0,93,45,15,84.46,Low,2190
10/17/2024,S635,Ayaan,Web Development,Low,Below Average,23:50.4,C104,Late,1.23,0.42,2.64,2,42,34,7,23.93,High,2191
10/11/2024,S829,Zara,Web Development,Low,Below Average,22:11.2,C105,Late,0.86,0.5,2.95,2,50,34,9,21.09,High,2192
10/10/2024,S996,Ahmed,Cybersecurity,Low,Below Average,11:00.1,C104,Absent,1.17,0.43,2.65,2,43,40,10,25.08,High,2193
10/24/2024,S590,Mehwish,Business Analytics,Medium,Average,07:52.4,C102,Present,1.71,0.58,1.54,2,58,36,9,25.78,Medium,2194
10/8/2024,S499,Noor,Data Science,Low,Below Average,00:11.5,C104,Present,1.01,0.47,1.86,2,47,32,7,33.7,High,2195
10/5/2024,S2660,Mehwish,Business Analytics,High,Excellent,11:39.5,C103,Late,3.51,0.92,11.0,0,92,49,15,97.37,Low,2196
10/24/2024,S855,Ahmed,Cybersecurity,Low,Below Average,17:47.6,C104,Present,1.89,0.52,3.75,4,52,38,7,35.73,High,2197
10/1/2024,S3544,Ahmed,Data Science,High,Above Average,04:56.5,C105,Late,3.37,0.76,7.95,1,76,45,15,72.87,Low,2198
10/18/2024,S1654,Mehwish,AI,Medium,Average,18:44.5,C105,Late,2.55,0.72,6.57,2,72,45,14,56.58,Medium,2199
10/6/2024,S788,Areeba,Web Development,Low,Below Average,21:12.2,C105,Present,0.62,0.54,3.06,2,54,35,9,33.96,High,2200
10/13/2024,S1805,Ayaan,Cybersecurity,High,Excellent,00:34.4,C105,Late,3.94,0.96,17.5,0,96,50,17,99.33,Low,2201
10/6/2024,S3699,Zara,Business Analytics,High,Above Average,17:48.0,C104,Present,3.09,0.89,6.49,0,89,44,15,79.88,Low,2202
10/1/2024,S2542,Ayaan,Cybersecurity,High,Excellent,06:11.4,C103,Late,3.56,0.95,12.72,0,95,46,17,89.45,Low,2203
10/22/2024,S3446,Danish,Data Science,Medium,Below Average,20:33.5,C105,Present,2.83,0.8,6.49,0,80,46,13,64.2,High,2204
10/1/2024,S2363,Hassan,Business Analytics,Medium,Above Average,00:19.3,C104,Present,3.6,0.99,15.5,0,99,45,15,82.58,Medium,2205
10/4/2024,S3461,Aleena,AI,High,Above Average,23:15.4,C104,Late,3.44,0.85,9.62,0,85,40,14,62.59,Low,2206
10/12/2024,S1704,Taha,AI,Medium,Average,17:17.5,C104,Present,2.09,0.62,4.97,2,62,39,14,58.68,Medium,2207
10/10/2024,S2738,Hira,Cybersecurity,Medium,Average,00:47.4,C103,Absent,3.51,0.91,18.85,0,91,46,19,96.33,Medium,2208
10/5/2024,S1649,Iqra,Web Development,Medium,Average,17:22.3,C102,Late,2.44,0.65,4.04,2,65,39,11,44.18,Medium,2209
10/22/2024,S3334,Danish,Data Science,High,Above Average,18:56.8,C101,Present,3.26,0.82,7.74,1,82,42,16,61.85,Low,2210
10/9/2024,S3925,Usman,Business Analytics,High,Above Average,19:20.2,C101,Present,3.05,0.76,7.68,1,76,43,16,64.32,Low,2211
10/16/2024,S1639,Mariam,Business Analytics,Medium,Average,06:38.8,C102,Present,2.59,0.69,6.35,1,69,37,12,51.95,Medium,2212
10/18/2024,S3337,Laiba,Web Development,Medium,Average,05:14.7,C104,Present,3.4,0.83,9.22,1,83,49,14,78.84,High,2213
10/7/2024,S3776,Danish,Cybersecurity,High,Above Average,18:21.2,C104,Present,2.99,0.87,6.87,1,87,48,12,73.69,Low,2214
10/22/2024,S2252,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.91,0.92,13.0,0,92,49,16,95.46,Low,2215
10/1/2024,S2015,Hamza,Web Development,High,Excellent,07:51.5,C102,Present,3.83,0.91,10.83,0,91,49,19,98.78,Low,2216
10/9/2024,S1170,Ayaan,Data Science,Low,Below Average,19:28.6,C101,Late,0.54,0.52,1.53,4,52,39,9,34.3,High,2217
10/9/2024,S1249,Fatima,Business Analytics,Medium,Average,23:25.2,C101,Present,2.09,0.68,6.46,1,68,37,11,50.85,Medium,2218
10/11/2024,S1346,Areeba,Web Development,Low,Above Average,12:08.2,C104,Present,2.22,0.63,4.52,2,63,45,14,54.8,High,2219
10/20/2024,S879,Hira,Cybersecurity,Low,Below Average,08:44.2,C101,Present,1.59,0.56,1.53,3,56,31,6,22.46,High,2220
10/23/2024,S2431,Noor,AI,High,Excellent,00:34.2,C102,Present,3.74,0.99,15.76,0,99,46,15,88.22,Low,2221
10/19/2024,S2107,Zara,Data Science,High,Excellent,17:30.1,C104,Absent,3.88,0.92,16.86,0,92,45,17,96.41,Low,2222
10/24/2024,S317,Imran,Web Development,High,Above Average,07:14.3,C104,Present,0.58,0.44,3.71,3,44,36,6,31.85,Low,2223
10/14/2024,S1617,Areeba,Web Development,Low,Below Average,20:50.2,C103,Present,2.33,0.63,4.11,2,63,39,11,54.65,Low,2224
10/21/2024,S1967,Aleena,Web Development,High,Excellent,19:24.4,C102,Present,3.6,0.9,12.4,0,90,45,18,98.72,Low,2225
10/20/2024,S821,Areeba,Data Science,Low,Below Average,03:47.2,C102,Absent,1.52,0.52,1.12,2,52,30,6,35.92,High,2226
10/10/2024,S2945,Ayaan,Data Science,High,Excellent,13:21.6,C104,Present,3.73,0.98,18.78,0,98,47,18,98.77,Low,2227
10/22/2024,S2243,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.65,0.97,18.76,0,97,45,20,96.95,Low,2228
10/18/2024,S1711,Hamza,Web Development,Low,Excellent,01:24.1,C102,Present,2.29,0.68,5.9,1,68,43,11,56.17,High,2229
10/17/2024,S177,Hassan,Cybersecurity,Low,Below Average,13:16.9,C102,Present,1.44,0.44,3.29,4,44,34,8,25.3,High,2230
10/7/2024,S2811,Mariam,Business Analytics,High,Excellent,08:19.5,C104,Present,3.93,0.98,19.24,0,98,46,17,93.69,Low,2231
10/14/2024,S2706,Imran,Data Science,Low,Below Average,22:12.5,C101,Present,3.71,0.96,17.04,0,96,49,18,83.74,High,2232
10/9/2024,S495,Iqra,AI,Low,Below Average,20:47.4,C101,Late,0.72,0.55,3.24,4,55,38,9,34.65,High,2233
10/5/2024,S3467,Ayaan,AI,High,Above Average,02:24.4,C105,Late,2.85,0.8,9.25,0,80,47,15,62.24,Low,2234
10/4/2024,S2568,Noor,Cybersecurity,High,Excellent,15:13.2,C101,Late,3.53,0.9,13.78,0,90,47,20,96.86,Low,2235
10/1/2024,S033,Hassan,AI,Low,Below Average,05:20.5,C103,Present,0.69,0.41,1.22,3,41,32,10,24.45,High,2236
10/20/2024,S566,Hassan,Web Development,Low,Below Average,08:55.5,C103,Late,1.1,0.49,3.05,3,49,40,9,26.74,High,2237
10/6/2024,S3755,Taha,Web Development,High,Above Average,23:52.7,C101,Present,3.48,0.76,9.91,1,76,41,12,70.46,Low,2238
10/12/2024,S1671,Saad,Web Development,Medium,Average,21:19.6,C105,Present,2.7,0.61,5.51,1,61,45,13,51.27,Medium,2239
10/12/2024,S3947,Hira,AI,High,Above Average,10:50.3,C101,Present,3.47,0.75,9.12,1,75,50,14,78.05,Low,2240
10/12/2024,S1135,Laiba,Business Analytics,Low,Below Average,11:36.3,C103,Present,1.84,0.46,3.58,2,46,36,5,39.53,High,2241
10/4/2024,S1550,Danish,Cybersecurity,Medium,Average,12:55.4,C102,Present,2.32,0.64,5.45,1,64,38,11,47.2,Medium,2242
10/26/2024,S1858,Hamza,Data Science,High,Excellent,04:50.6,C105,Late,3.73,0.95,10.99,0,95,46,17,92.22,Low,2243
10/10/2024,S2434,Zara,Cybersecurity,High,Excellent,22:21.1,C105,Present,3.67,0.95,10.62,0,95,45,18,84.16,Low,2244
10/15/2024,S3109,Zara,Cybersecurity,Medium,Above Average,22:57.5,C105,Present,3.59,0.94,10.36,0,94,45,19,94.81,Medium,2245
10/18/2024,S2804,Mehwish,Web Development,High,Excellent,17:23.2,C104,Late,3.78,0.93,13.74,0,93,47,16,84.09,Low,2246
10/11/2024,S1945,Noor,AI,High,Excellent,20:25.7,C104,Present,3.76,0.91,17.69,0,91,49,19,83.35,Low,2247
10/17/2024,S1045,Iqra,AI,Medium,Average,17:57.3,C102,Late,1.31,0.49,2.8,4,49,33,9,32.08,Medium,2248
10/1/2024,S707,Laiba,Data Science,Low,Below Average,00:23.2,C104,Late,0.73,0.46,1.8,2,46,31,7,31.63,High,2249
10/15/2024,S1747,Mariam,Cybersecurity,Medium,Average,13:51.5,C105,Present,2.45,0.63,6.38,1,63,39,11,52.66,Medium,2250
10/26/2024,S3612,Zara,Cybersecurity,High,Above Average,11:01.5,C102,Present,2.8,0.88,6.62,0,88,45,12,73.88,Low,2251
10/5/2024,S3518,Imran,Cybersecurity,Low,Below Average,12:00.4,C105,Late,3.36,0.83,6.66,1,83,49,16,70.6,Medium,2252
