student_id,Name,batch_id,teacher_name,date,course,course_demand,predicted_performance,timestamp,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,month
S071,Bilal,B001,Taha,7/4/2024,Business Analytics,Medium,Average,15:08.4,Present,0.54,0.46,1.85,2,46,32,9,27.67,Low,July
S1757,Ahmed,B001,Taha,7/5/2024,Business Analytics,High,Excellent,18:46.6,Present,2.64,0.68,5.74,1,68,37,11,54.49,Low,July
S212,Fatima,B001,Taha,7/6/2024,Business Analytics,Medium,Average,16:55.5,Present,1.82,0.47,2.13,3,47,35,8,20.92,Medium,July
S197,Bilal,B001,Taha,7/7/2024,Business Analytics,Medium,Above Average,22:09.3,Late,1.88,0.48,2.26,3,48,32,6,33.99,Medium,July
S804,Laiba,B001,Taha,7/8/2024,Business Analytics,High,Excellent,17:45.2,Late,1.81,0.56,3.64,2,56,35,9,35.9,Low,July
S3410,Iqra,B001,Taha,7/9/2024,Business Analytics,Medium,Below Average,23:03.7,Present,3.04,0.84,9.67,0,84,44,12,67.25,Medium,July
S3837,Laiba,B001,Taha,7/10/2024,Business Analytics,Medium,Average,09:18.4,Present,2.82,0.84,8.04,1,84,47,15,68.06,High,July
S1147,Usman,B001,Taha,7/11/2024,Business Analytics,High,Average,00:57.4,Present,1.84,0.59,2.99,2,59,38,7,20.89,Medium,July
S1499,Noor,B001,Taha,7/12/2024,Business Analytics,Low,Above Average,15:21.4,Present,2.08,0.73,4.66,1,73,44,11,41.34,Low,July
S3859,Hassan,B001,Taha,7/13/2024,Business Analytics,Low,Average,12:50.1,Present,3.0,0.83,7.66,0,83,43,16,63.77,High,July
S3483,Imran,B001,Taha,7/14/2024,Business Analytics,Medium,Average,09:07.1,Present,3.12,0.77,9.28,0,77,44,15,68.83,Medium,July
S1186,Laiba,B001,Taha,7/15/2024,Business Analytics,High,Excellent,04:32.9,Present,0.89,0.6,3.25,2,60,30,9,37.45,Low,July
S472,Hamza,B001,Taha,7/16/2024,Business Analytics,High,Excellent,21:21.2,Late,0.87,0.41,3.88,4,41,30,6,26.24,Medium,July
S595,Saad,B001,Taha,7/17/2024,Business Analytics,Medium,Average,15:05.2,Present,0.65,0.47,3.2,4,47,35,8,27.91,Medium,July
S322,Danish,B001,Taha,7/18/2024,Business Analytics,Medium,Excellent,23:42.5,Present,1.07,0.47,2.86,4,47,36,7,25.3,Low,July
S1418,Danish,B001,Taha,7/19/2024,Business Analytics,High,Above Average,00:29.6,Present,2.69,0.63,5.98,2,63,39,10,58.82,High,July
S1675,Fatima,B001,Taha,7/20/2024,Business Analytics,Low,Excellent,03:14.3,Late,2.2,0.71,6.14,1,71,38,12,51.39,High,July
S3591,Imran,B001,Taha,7/21/2024,Business Analytics,Medium,Average,23:00.1,Present,3.46,0.83,7.74,1,83,40,16,63.9,Medium,July
S1704,Taha,B001,Taha,7/22/2024,Business Analytics,Low,Excellent,17:17.5,Present,2.09,0.62,4.97,2,62,39,14,58.68,High,July
S2541,Aleena,B001,Taha,7/23/2024,Business Analytics,Low,Above Average,09:12.3,Present,3.73,0.95,15.71,0,95,47,17,89.66,Medium,July
S206,Taha,B001,Taha,7/24/2024,Business Analytics,Medium,Average,09:45.3,Present,1.25,0.52,2.3,2,52,32,5,35.47,Medium,July
S3888,Imran,B001,Taha,7/25/2024,Business Analytics,Low,Below Average,04:39.6,Absent,3.43,0.86,7.94,0,86,44,12,79.26,Medium,July
S3249,Hassan,B001,Taha,7/26/2024,Business Analytics,Medium,Excellent,13:31.4,Present,3.47,0.86,8.36,0,86,42,13,62.49,Medium,July
S2132,Noor,B001,Taha,7/27/2024,Business Analytics,Low,Average,12:36.5,Present,3.73,0.96,14.73,0,96,48,19,88.79,Medium,July
S1256,Fatima,B001,Taha,7/28/2024,Business Analytics,High,Excellent,19:07.3,Present,2.03,0.66,5.44,1,66,44,14,41.05,Low,July
S2300,Hamza,B002,Areeba,7/29/2024,Web Development,Low,Average,07:59.2,Present,3.98,0.93,14.92,0,93,50,20,89.82,High,July
S1227,Bilal,B002,Areeba,7/30/2024,Web Development,High,Below Average,00:58.3,Absent,2.68,0.73,4.98,2,73,37,13,44.24,Low,July
S3919,Noor,B002,Areeba,7/31/2024,Web Development,Medium,Excellent,23:47.2,Present,3.42,0.89,6.76,1,89,46,14,77.65,High,July
S2465,Hassan,B002,Areeba,8/1/2024,Web Development,Low,Average,06:56.2,Present,3.65,0.93,17.67,0,93,48,16,97.91,Medium,August
S2384,Mehwish,B002,Areeba,8/2/2024,Web Development,Low,Below Average,06:39.4,Late,3.91,0.96,17.2,0,96,50,20,83.62,High,August
S150,Danish,B002,Areeba,8/3/2024,Web Development,Medium,Above Average,10:01.4,Present,0.62,0.48,2.66,4,48,32,5,34.6,Medium,August
S870,Taha,B002,Areeba,8/4/2024,Web Development,High,Average,19:16.5,Late,1.82,0.44,1.21,2,44,31,7,31.23,Low,August
S1979,Ayaan,B002,Areeba,8/5/2024,Web Development,Medium,Above Average,06:11.4,Late,3.8,0.92,14.3,0,92,50,20,92.05,High,August
S2457,Danish,B002,Areeba,8/6/2024,Web Development,Medium,Below Average,16:18.2,Present,3.72,0.92,17.75,0,92,49,18,98.37,Medium,August
S3866,Mariam,B002,Areeba,8/7/2024,Web Development,Low,Average,06:36.2,Present,3.09,0.88,9.5,0,88,41,15,63.6,High,August
S2213,Mehwish,B002,Areeba,8/8/2024,Web Development,Low,Below Average,21:52.2,Late,3.96,0.96,10.29,0,96,50,15,93.93,Medium,August
S1007,Laiba,B002,Areeba,8/9/2024,Web Development,Medium,Excellent,17:21.5,Present,1.14,0.59,3.3,4,59,34,7,21.38,Medium,August
S3048,Hassan,B002,Areeba,8/10/2024,Web Development,Low,Below Average,05:42.3,Present,3.92,0.95,17.38,0,95,50,17,80.25,Medium,August
S706,Imran,B002,Areeba,8/11/2024,Web Development,Medium,Excellent,02:24.4,Present,0.53,0.5,1.45,3,50,35,5,22.91,Low,August
S3144,Hassan,B002,Areeba,8/12/2024,Web Development,Medium,Above Average,19:14.4,Present,3.57,0.9,16.54,0,90,47,20,92.16,Medium,August
S3597,Saad,B002,Areeba,8/13/2024,Web Development,Medium,Below Average,21:41.3,Present,3.01,0.79,9.58,0,79,42,16,77.61,Medium,August
S1988,Bilal,B002,Areeba,8/14/2024,Web Development,Low,Average,21:54.4,Present,3.95,0.96,19.09,0,96,50,18,85.86,High,August
S180,Mehwish,B002,Areeba,8/15/2024,Web Development,High,Excellent,10:04.2,Late,1.54,0.54,1.42,4,54,36,10,29.79,Medium,August
S110,Mariam,B002,Areeba,8/16/2024,Web Development,Medium,Excellent,05:09.5,Present,1.9,0.45,2.18,3,45,36,8,29.36,Low,August
S3079,Laiba,B002,Areeba,8/17/2024,Web Development,Low,Average,11:35.4,Late,3.71,0.97,10.66,0,97,45,17,92.04,High,August
S1056,Fatima,B002,Areeba,8/18/2024,Web Development,Medium,Excellent,16:22.2,Present,1.98,0.48,3.47,2,48,31,10,31.14,Low,August
S3953,Saad,B002,Areeba,8/19/2024,Web Development,Low,Average,15:37.1,Present,2.91,0.83,6.74,1,83,46,13,78.24,Medium,August
S315,Imran,B002,Areeba,8/20/2024,Web Development,High,Above Average,01:23.5,Late,0.72,0.41,2.39,4,41,30,6,28.69,Low,August
S1823,Hira,B002,Areeba,8/21/2024,Web Development,Low,Above Average,04:46.1,Present,3.99,0.99,16.06,0,99,46,19,81.99,Medium,August
S568,Danish,B002,Areeba,8/22/2024,Web Development,High,Excellent,10:01.4,Present,1.69,0.41,2.77,2,41,33,9,30.84,Medium,August
S880,Hira,B002,Areeba,8/23/2024,Web Development,Medium,Above Average,09:02.6,Present,1.37,0.48,1.39,2,48,39,10,33.99,Medium,August
S2231,Hassan,B002,Areeba,8/24/2024,Web Development,Low,Above Average,08:49.4,Late,3.61,0.92,15.65,0,92,48,15,92.35,Medium,August
S1412,Iqra,B002,Areeba,8/25/2024,Web Development,Low,Excellent,08:05.4,Present,2.56,0.7,5.58,1,70,36,12,54.22,High,August
S3225,Hira,B002,Areeba,8/26/2024,Web Development,Medium,Below Average,12:50.4,Present,2.88,0.86,7.01,1,86,50,12,72.99,High,August
S3937,Areeba,B002,Areeba,8/27/2024,Web Development,Medium,Excellent,16:03.4,Present,2.94,0.81,9.14,0,81,46,15,70.5,High,August
S3250,Danish,B003,Ahmed,8/28/2024,Data Science,Medium,Average,18:56.8,Present,3.27,0.83,9.44,1,83,40,15,64.5,Medium,August
S930,Fatima,B003,Ahmed,8/29/2024,Data Science,Medium,Above Average,20:24.6,Present,0.66,0.45,3.18,4,45,34,6,31.73,Medium,August
S2579,Hira,B003,Ahmed,8/30/2024,Data Science,Medium,Above Average,13:49.0,Late,3.68,0.96,16.16,0,96,48,20,80.32,Medium,August
S3380,Hassan,B003,Ahmed,8/31/2024,Data Science,Medium,Average,08:28.3,Present,3.24,0.9,6.42,1,90,42,13,66.98,Medium,August
S2293,Hamza,B003,Ahmed,9/1/2024,Data Science,Medium,Average,08:39.2,Absent,3.52,0.94,13.04,0,94,46,16,91.94,High,September
S1503,Usman,B003,Ahmed,9/2/2024,Data Science,Low,Below Average,07:01.3,Present,2.75,0.65,6.24,2,65,42,10,57.49,High,September
S3783,Saad,B003,Ahmed,9/3/2024,Data Science,Low,Average,15:37.1,Present,3.09,0.8,8.79,0,80,43,13,61.8,High,September
S606,Hassan,B003,Ahmed,9/4/2024,Data Science,High,Above Average,03:35.3,Present,0.81,0.53,1.28,2,53,33,8,38.76,Medium,September
S1989,Fatima,B003,Ahmed,9/5/2024,Data Science,Medium,Above Average,11:12.4,Late,3.98,0.94,14.18,0,94,50,16,88.74,Medium,September
S015,Saad,B003,Ahmed,9/6/2024,Data Science,Medium,Average,16:35.3,Present,1.86,0.53,2.28,2,53,30,5,26.47,Medium,September
S1262,Bilal,B003,Ahmed,9/7/2024,Data Science,Low,Below Average,19:53.4,Present,2.43,0.65,6.94,1,65,42,10,47.94,High,September
S3239,Ahmed,B003,Ahmed,9/8/2024,Data Science,Low,Average,20:49.8,Present,3.2,0.84,8.44,1,84,47,15,64.95,High,September
S3319,Hamza,B003,Ahmed,9/9/2024,Data Science,Low,Average,02:04.3,Present,3.13,0.82,6.26,1,82,46,14,60.43,Medium,September
S009,Aleena,B003,Ahmed,9/10/2024,Data Science,Medium,Excellent,05:53.6,Present,0.87,0.56,3.37,2,56,38,10,21.41,Low,September
S890,Imran,B003,Ahmed,9/11/2024,Data Science,Medium,Above Average,13:13.4,Absent,1.48,0.43,3.09,3,43,36,9,33.63,Low,September
S3149,Laiba,B003,Ahmed,9/12/2024,Data Science,Low,Above Average,16:54.2,Absent,3.64,0.98,10.68,0,98,49,16,94.75,High,September
S3552,Hassan,B003,Ahmed,9/13/2024,Data Science,Medium,Average,23:56.2,Late,2.98,0.84,9.72,0,84,43,15,69.25,High,September
S1445,Mariam,B003,Ahmed,9/14/2024,Data Science,High,Excellent,21:59.8,Present,2.56,0.74,4.99,2,74,39,11,44.24,High,September
S394,Mehwish,B003,Ahmed,9/15/2024,Data Science,High,Excellent,03:54.4,Present,1.18,0.55,2.55,4,55,39,6,36.08,Low,September
S1583,Hassan,B003,Ahmed,9/16/2024,Data Science,High,Below Average,18:12.3,Present,2.37,0.71,4.72,1,71,42,13,48.3,Low,September
S2859,Iqra,B003,Ahmed,9/17/2024,Data Science,Medium,Below Average,14:25.4,Late,3.63,0.97,12.73,0,97,50,16,93.74,High,September
S539,Taha,B003,Ahmed,9/18/2024,Data Science,Medium,Excellent,19:16.5,Late,1.71,0.57,1.14,3,57,32,9,32.82,Medium,September
S1488,Usman,B003,Ahmed,9/19/2024,Data Science,Low,Above Average,15:53.5,Present,2.44,0.64,4.2,1,64,43,14,50.64,Low,September
S808,Aleena,B003,Ahmed,9/20/2024,Data Science,Medium,Excellent,02:53.4,Present,0.99,0.47,3.03,4,47,30,9,25.61,Medium,September
S3415,Taha,B003,Ahmed,9/21/2024,Data Science,Medium,Excellent,09:18.4,Present,3.07,0.77,8.71,1,77,49,15,70.45,Medium,September
S799,Mariam,B003,Ahmed,9/22/2024,Data Science,Medium,Excellent,13:59.2,Late,1.97,0.5,1.83,4,50,35,10,35.24,Medium,September
S3540,Hamza,B003,Ahmed,9/23/2024,Data Science,Medium,Average,09:06.7,Late,3.15,0.77,6.62,0,77,46,14,78.1,Medium,September
S1816,Hassan,B003,Ahmed,9/24/2024,Data Science,Medium,Average,05:42.3,Present,3.91,0.91,16.95,0,91,50,19,86.23,High,September
S2330,Saad,B003,Ahmed,9/25/2024,Data Science,Medium,Above Average,10:25.4,Late,3.99,0.95,13.39,0,95,45,20,91.09,High,September
S2648,Usman,B003,Ahmed,9/26/2024,Data Science,Medium,Average,11:26.4,Late,3.52,0.96,16.78,0,96,47,19,85.01,High,September
S1425,Fatima,B004,Zayan,9/27/2024,Data Science,Low,Below Average,12:38.6,Present,2.14,0.72,6.28,1,72,39,10,44.24,High,September
S2360,Fatima,B004,Zayan,9/28/2024,Data Science,Low,Below Average,11:35.5,Present,4.0,0.95,16.66,0,95,48,15,85.31,High,September
S3322,Laiba,B004,Zayan,9/29/2024,Data Science,Medium,Excellent,03:47.7,Late,2.84,0.76,8.11,1,76,45,16,61.13,Medium,September
S788,Areeba,B004,Zayan,9/30/2024,Data Science,High,Average,21:12.2,Present,0.62,0.54,3.06,2,54,35,9,33.96,Medium,September
S1993,Hassan,B004,Zayan,10/1/2024,Data Science,Medium,Above Average,22:00.4,Present,3.76,0.94,10.11,0,94,46,15,83.42,Medium,October
S1117,Imran,B004,Zayan,10/2/2024,Data Science,High,Above Average,18:58.5,Present,0.92,0.52,3.68,3,52,30,10,29.86,Low,October
S1321,Danish,B004,Zayan,10/3/2024,Data Science,High,Above Average,19:57.3,Present,2.14,0.61,6.33,2,61,36,12,46.56,High,October
S3657,Iqra,B004,Zayan,10/4/2024,Data Science,Low,Below Average,09:11.5,Present,3.01,0.83,9.53,0,83,46,13,64.63,Medium,October
S1553,Noor,B004,Zayan,10/5/2024,Data Science,Low,Excellent,17:51.3,Present,2.07,0.68,4.17,1,68,42,13,44.0,Low,October
S033,Hassan,B004,Zayan,10/6/2024,Data Science,High,Above Average,05:20.5,Present,0.69,0.41,1.22,3,41,32,10,24.45,Medium,October
S464,Iqra,B004,Zayan,10/7/2024,Data Science,Medium,Average,00:41.1,Late,1.82,0.54,1.42,2,54,31,8,33.74,Medium,October
S2516,Mehwish,B004,Zayan,10/8/2024,Data Science,Low,Average,12:25.5,Absent,3.68,0.95,10.34,0,95,46,16,99.75,High,October
S2296,Danish,B004,Zayan,10/9/2024,Data Science,Low,Above Average,08:15.4,Absent,3.99,0.93,19.44,0,93,47,19,90.82,Medium,October
S167,Hassan,B004,Zayan,10/10/2024,Data Science,Medium,Above Average,05:20.5,Present,1.9,0.42,1.75,4,42,36,8,37.34,Low,October
S2863,Noor,B004,Zayan,10/11/2024,Data Science,Medium,Below Average,18:45.6,Present,3.85,0.99,12.26,0,99,50,20,80.11,High,October
S415,Mariam,B004,Zayan,10/12/2024,Data Science,High,Average,02:36.4,Present,1.18,0.44,3.62,3,44,36,6,24.7,Medium,October
S034,Mariam,B004,Zayan,10/13/2024,Data Science,High,Above Average,13:59.2,Late,1.62,0.5,3.37,2,50,37,5,27.55,Low,October
S185,Aleena,B004,Zayan,10/14/2024,Data Science,High,Average,01:54.1,Absent,1.95,0.48,1.03,4,48,38,9,25.25,Medium,October
S3023,Areeba,B004,Zayan,10/15/2024,Data Science,Low,Below Average,16:27.1,Present,3.6,0.93,16.23,0,93,50,17,90.87,High,October
S3241,Aleena,B004,Zayan,10/16/2024,Data Science,Low,Below Average,04:38.1,Late,2.91,0.77,6.38,1,77,47,14,61.03,High,October
S3302,Noor,B004,Zayan,10/17/2024,Data Science,Medium,Average,23:47.2,Present,3.29,0.77,6.22,0,77,47,15,65.67,Medium,October
S1953,Hamza,B004,Zayan,10/18/2024,Data Science,Medium,Average,00:57.3,Late,3.97,0.94,19.42,0,94,47,17,87.66,Medium,October
S3750,Mehwish,B004,Zayan,10/19/2024,Data Science,Low,Below Average,08:08.0,Present,3.48,0.79,7.6,0,79,40,13,69.37,Medium,October
S1622,Taha,B004,Zayan,10/20/2024,Data Science,High,Below Average,17:17.5,Present,2.13,0.73,5.47,1,73,44,11,54.49,High,October
S1243,Imran,B004,Zayan,10/21/2024,Data Science,High,Above Average,22:43.5,Present,2.12,0.72,4.73,2,72,39,13,47.31,Low,October
S3550,Areeba,B004,Zayan,10/22/2024,Data Science,Low,Average,18:13.9,Present,3.4,0.78,8.13,1,78,40,13,72.85,Medium,October
S722,Hamza,B004,Zayan,10/23/2024,Data Science,High,Excellent,23:38.6,Present,0.74,0.51,1.54,2,51,37,7,22.34,Low,October
S1175,Noor,B004,Zayan,10/24/2024,Data Science,Medium,Above Average,02:05.1,Present,0.53,0.42,1.45,3,42,33,10,26.58,Low,October
S671,Aleena,B004,Zayan,10/25/2024,Data Science,Medium,Average,18:03.4,Late,1.57,0.54,3.48,3,54,38,6,31.53,Low,October
S3332,Laiba,B004,Zayan,10/26/2024,Data Science,Low,Below Average,08:52.2,Present,3.2,0.89,8.35,0,89,43,12,78.06,Medium,October
S1747,Mariam,B005,,10/27/2024,Cybersecurity,Medium,Average,13:51.5,Present,2.45,0.63,6.38,1,63,39,11,52.66,Medium,October
S2425,Mariam,B005,,10/28/2024,Cybersecurity,High,Excellent,09:31.3,Late,3.9,0.98,13.63,0,98,46,15,96.58,Low,October
S1557,Taha,B005,,10/29/2024,Cybersecurity,Medium,Average,13:59.3,Present,2.76,0.64,5.09,1,64,40,13,58.02,Medium,October
S2867,Saad,B005,,10/30/2024,Cybersecurity,High,Excellent,09:35.0,Present,3.86,0.99,11.34,0,99,49,19,97.92,Low,October
S3537,Iqra,B005,,10/31/2024,Cybersecurity,High,Above Average,17:29.2,Absent,3.37,0.89,6.5,1,89,43,13,74.94,Low,October
S2585,Areeba,B005,,11/1/2024,Cybersecurity,High,Excellent,10:59.3,Present,3.85,0.9,16.16,0,90,45,16,92.93,Low,November
S1745,Fatima,B005,,11/2/2024,Cybersecurity,Medium,Average,16:30.4,Present,2.09,0.61,5.51,2,61,39,10,51.67,Medium,November
S3868,Areeba,B005,,11/3/2024,Cybersecurity,High,Above Average,17:20.4,Present,3.21,0.82,7.2,1,82,46,15,78.0,Low,November
S719,Aleena,B005,,11/4/2024,Cybersecurity,Low,Below Average,16:49.4,Present,1.1,0.42,2.55,3,42,34,6,25.61,High,November
S1371,Hira,B005,,11/5/2024,Cybersecurity,Medium,Average,00:30.3,Late,2.05,0.71,6.15,2,71,43,10,56.55,Medium,November
S2980,Hassan,B005,,11/6/2024,Cybersecurity,High,Excellent,00:19.3,Present,3.54,0.92,17.37,0,92,46,18,81.11,Low,November
S3931,Zara,B005,,11/7/2024,Cybersecurity,High,Above Average,02:20.6,Absent,3.36,0.84,6.03,0,84,45,15,68.14,Low,November
S2021,Areeba,B005,,11/8/2024,Cybersecurity,High,Excellent,19:50.4,Present,3.57,0.97,18.48,0,97,49,20,97.74,Low,November
S2611,Mariam,B005,,11/9/2024,Cybersecurity,High,Excellent,08:34.3,Present,3.92,0.98,11.59,0,98,47,18,86.75,Low,November
S1627,Noor,B005,,11/10/2024,Cybersecurity,Medium,Average,06:50.8,Present,2.15,0.72,6.96,1,72,40,10,52.36,Medium,November
S2426,Bilal,B005,,11/11/2024,Cybersecurity,High,Excellent,06:07.4,Late,3.83,0.99,19.07,0,99,47,20,90.91,Low,November
S3054,Zara,B005,,11/12/2024,Cybersecurity,High,Excellent,22:57.5,Present,3.92,0.93,12.8,0,93,45,20,82.32,Low,November
S3008,Areeba,B005,,11/13/2024,Cybersecurity,High,Excellent,16:54.1,Late,3.93,0.92,17.3,0,92,48,18,98.91,Low,November
S600,Usman,B005,,11/14/2024,Cybersecurity,Low,Below Average,19:27.3,Present,0.82,0.6,3.28,2,60,35,9,21.31,High,November
S1748,Mariam,B005,,11/15/2024,Cybersecurity,Medium,Average,06:52.4,Present,2.2,0.62,5.03,1,62,43,12,59.46,Medium,November
S2352,Mehwish,B005,,11/16/2024,Cybersecurity,High,Excellent,00:47.4,Present,3.61,0.96,17.54,0,96,45,20,98.25,Low,November
S1430,Noor,B005,,11/17/2024,Cybersecurity,Medium,Average,09:42.6,Present,2.78,0.72,6.63,1,72,36,12,43.76,Medium,November
S1115,Danish,B005,,11/18/2024,Cybersecurity,Low,Below Average,18:11.4,Present,1.34,0.59,3.76,4,59,34,9,33.1,High,November
S643,Ahmed,B005,,11/19/2024,Cybersecurity,Low,Below Average,01:55.4,Present,1.31,0.46,2.33,2,46,35,7,28.88,High,November
S403,Mariam,B005,,11/20/2024,Cybersecurity,Low,Below Average,13:59.2,Late,0.78,0.41,3.0,3,41,38,6,25.86,High,November
S491,Areeba,B005,,11/21/2024,Cybersecurity,Low,Below Average,14:10.5,Late,1.46,0.42,1.7,2,42,38,8,27.29,High,November
S2500,Laiba,B005,,11/22/2024,Cybersecurity,High,Excellent,16:54.2,Absent,3.94,0.97,13.76,0,97,45,19,82.63,Low,November
S1004,Saad,B005,,11/23/2024,Cybersecurity,Low,Below Average,07:31.6,Present,1.41,0.48,2.92,4,48,38,10,29.95,High,November
S2115,Imran,B005,,11/24/2024,Cybersecurity,High,Excellent,08:44.4,Late,3.73,0.9,17.58,0,90,48,20,98.66,Low,November
S3485,Aleena,B005,,11/25/2024,Cybersecurity,High,Above Average,15:30.2,Present,3.32,0.76,7.0,0,76,49,13,70.16,Low,November
S1879,Hira,B006,Iqra,11/26/2024,Data Science,High,Excellent,06:51.4,Absent,3.55,1.0,15.05,0,100,49,17,89.83,Low,November
S2474,Mariam,B006,Iqra,11/27/2024,Data Science,High,Excellent,12:13.9,Present,3.89,0.98,10.46,0,98,46,17,84.22,Low,November
S271,Danish,B006,Iqra,11/28/2024,Data Science,Low,Below Average,20:40.0,Present,1.95,0.53,3.62,2,53,36,7,35.24,High,November
S2342,Mariam,B006,Iqra,11/29/2024,Data Science,High,Excellent,23:23.5,Present,3.93,1.0,16.05,0,100,49,18,81.65,Low,November
S3059,Fatima,B006,Iqra,11/30/2024,Data Science,High,Excellent,13:31.8,Present,3.79,0.97,13.67,0,97,50,15,80.84,Low,November
S3199,Fatima,B006,Iqra,12/1/2024,Data Science,High,Excellent,22:22.3,Present,3.96,0.93,10.6,0,93,45,16,86.5,Low,December
S1045,Iqra,B006,Iqra,12/2/2024,Data Science,Low,Below Average,17:57.3,Late,1.31,0.49,2.8,4,49,33,9,32.08,High,December
S3498,Usman,B006,Iqra,12/3/2024,Data Science,High,Above Average,12:37.1,Present,3.47,0.84,8.37,0,84,41,13,79.01,Low,December
S2794,Saad,B006,Iqra,12/4/2024,Data Science,High,Excellent,22:28.6,Late,3.86,0.99,16.2,0,99,49,19,85.68,Low,December
S2393,Taha,B006,Iqra,12/5/2024,Data Science,High,Excellent,06:10.1,Present,3.59,0.96,16.69,0,96,50,20,97.47,Low,December
S3471,Laiba,B006,Iqra,12/6/2024,Data Science,High,Above Average,18:35.3,Present,3.38,0.81,6.91,1,81,50,13,64.27,Low,December
S3838,Aleena,B006,Iqra,12/7/2024,Data Science,High,Above Average,13:37.2,Late,3.26,0.84,8.52,1,84,47,12,61.55,Low,December
S2359,Ayaan,B006,Iqra,12/8/2024,Data Science,High,Excellent,00:00.4,Late,3.71,0.94,14.99,0,94,46,15,88.87,Low,December
S2335,Areeba,B006,Iqra,12/9/2024,Data Science,High,Excellent,08:10.5,Present,3.59,0.96,11.38,0,96,45,17,88.62,Low,December
S018,Aleena,B006,Iqra,12/10/2024,Data Science,Low,Below Average,19:46.5,Late,1.68,0.55,1.8,2,55,31,10,34.95,High,December
S3655,Laiba,B006,Iqra,12/11/2024,Data Science,High,Above Average,03:47.7,Late,2.94,0.82,9.59,1,82,40,14,69.94,Low,December
S1211,Aleena,B006,Iqra,12/12/2024,Data Science,Medium,Average,05:23.2,Present,2.28,0.75,5.76,2,75,41,10,54.5,Medium,December
S2118,Areeba,B006,Iqra,12/13/2024,Data Science,High,Excellent,17:13.4,Present,3.68,0.96,13.52,0,96,50,17,86.28,Low,December
S230,Hamza,B006,Iqra,12/14/2024,Data Science,Low,Below Average,21:21.2,Late,1.04,0.4,1.64,2,40,34,8,39.08,High,December
S1118,Hira,B006,Iqra,12/15/2024,Data Science,Low,Below Average,03:29.4,Late,0.59,0.51,1.1,4,51,40,7,30.8,High,December
S1293,Taha,B006,Iqra,12/16/2024,Data Science,Medium,Average,22:20.3,Present,2.12,0.69,5.64,1,69,40,14,45.14,Medium,December
S496,Usman,B006,Iqra,12/17/2024,Data Science,Low,Below Average,19:49.4,Present,0.65,0.52,1.08,3,52,35,10,36.51,High,December
S3545,Mehwish,B006,Iqra,12/18/2024,Data Science,High,Above Average,21:02.3,Present,3.17,0.82,9.23,1,82,45,12,74.32,Low,December
S462,Mehwish,B006,Iqra,12/19/2024,Data Science,Low,Below Average,03:54.4,Present,1.88,0.5,3.75,4,50,30,10,28.85,High,December
S2904,Bilal,B006,Iqra,12/20/2024,Data Science,High,Excellent,09:31.5,Present,3.87,0.92,15.49,0,92,50,20,89.47,Low,December
S1564,Areeba,B006,Iqra,12/21/2024,Data Science,Medium,Average,20:23.4,Late,2.38,0.74,5.2,1,74,35,11,55.45,Medium,December
S2554,Usman,B006,Iqra,12/22/2024,Data Science,High,Excellent,00:27.4,Present,3.7,0.95,14.8,0,95,49,17,84.87,Low,December
S319,Mariam,B006,Iqra,12/23/2024,Data Science,Low,Below Average,02:18.5,Present,0.62,0.5,2.99,2,50,32,9,32.55,High,December
S2454,Hamza,B006,Iqra,12/24/2024,Data Science,High,Excellent,09:43.5,Present,3.69,0.96,16.59,0,96,48,17,80.76,Low,December
S3266,Hamza,B006,Iqra,12/25/2024,Data Science,High,Above Average,13:05.3,Present,3.2,0.77,9.31,0,77,42,15,77.47,Low,December
S556,Fatima,B001,Taha,12/26/2024,Business Analytics,High,Above Average,22:32.9,Absent,0.72,0.54,1.51,3,54,37,6,35.06,Low,December
S3492,Noor,B001,Taha,12/27/2024,Business Analytics,Medium,Excellent,10:14.2,Absent,3.14,0.81,8.71,1,81,43,16,72.84,Medium,December
S528,Zara,B001,Taha,12/28/2024,Business Analytics,High,Above Average,23:51.3,Present,0.74,0.59,1.17,4,59,37,6,36.8,Low,December
S3926,Zara,B001,Taha,12/29/2024,Business Analytics,Low,Below Average,01:00.4,Present,3.27,0.9,9.23,0,90,49,13,66.04,High,December
S2990,Mehwish,B001,Taha,12/30/2024,Business Analytics,Medium,Average,03:22.3,Late,3.83,0.94,11.81,0,94,47,18,89.81,Medium,December
S071,Bilal,B001,Taha,12/31/2024,Business Analytics,Medium,Average,15:08.4,Present,0.54,0.46,1.85,2,46,32,9,27.67,Low,December
S1757,Ahmed,B001,Taha,1/1/2025,Business Analytics,High,Excellent,18:46.6,Present,2.64,0.68,5.74,1,68,37,11,54.49,Low,January
S212,Fatima,B001,Taha,1/2/2025,Business Analytics,Medium,Average,16:55.5,Present,1.82,0.47,2.13,3,47,35,8,20.92,Medium,January
S197,Bilal,B001,Taha,1/3/2025,Business Analytics,Medium,Above Average,22:09.3,Late,1.88,0.48,2.26,3,48,32,6,33.99,Medium,January
S804,Laiba,B001,Taha,1/4/2025,Business Analytics,High,Excellent,17:45.2,Late,1.81,0.56,3.64,2,56,35,9,35.9,Low,January
S3410,Iqra,B001,Taha,1/5/2025,Business Analytics,Medium,Below Average,23:03.7,Present,3.04,0.84,9.67,0,84,44,12,67.25,Medium,January
