student_id,Name,batch_id,teacher_name,month,attendance_status,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,course_demand,gpa,predicted_performance,timestamp,course
S3010,Student_3_10,B003,Saad,January,Present,0.51,2.83,2,92.5,35,1,43.32,Medium,High,3.58,Above Average,17:45.2,ML/DL
S3011,Student_3_11,B003,Saad,January,Present,0.78,1.85,3,47.9,44,15,84.23,Low,Moderate,2.49,Below Average,23:03.7,ML/DL
S3012,Student_3_12,B003,Saad,January,Present,0.79,1.01,3,80.1,47,8,35.14,High,High,2.33,Below Average,09:18.4,ML/DL
S3013,Student_3_13,B003,Saad,January,Present,0.42,2.35,1,78.9,38,13,28.27,High,High,2.64,Average,00:57.4,ML/DL
S3014,Student_3_14,B003,Saad,January,Absent,0.7,7.24,3,47.7,44,4,60.8,Low,Moderate,3.58,Above Average,15:21.4,ML/DL
S3015,Student_3_15,B003,Saad,January,Absent,0.81,3.46,3,45.9,43,10,38.7,Low,High,2.2,Below Average,12:50.1,ML/DL
S3016,Student_3_16,B003,Saad,January,Present,0.87,5.11,2,64.4,44,15,78.67,Medium,Low,2.91,Average,09:07.1,ML/DL
S3017,Student_3_17,B003,Saad,January,Absent,0.97,4.49,0,97.3,30,14,23.79,High,Moderate,2.24,Below Average,04:32.9,ML/DL
S3018,Student_3_18,B003,Saad,January,Present,0.86,7.07,2,79.4,30,7,12.96,Medium,Moderate,2.26,Below Average,21:21.2,ML/DL
S3019,Student_3_19,B003,Saad,January,Absent,0.81,3.75,1,57.8,35,3,25,High,Moderate,2.07,Below Average,15:05.2,ML/DL
S3020,Student_3_20,B003,Saad,January,Present,0.57,8.52,2,65.7,36,11,43.96,Medium,High,3.08,Average,23:42.5,ML/DL
S3021,Student_3_21,B003,Saad,January,Absent,0.47,7.12,3,40.9,39,6,85.37,Medium,Moderate,3.5,Above Average,00:29.6,ML/DL
S3022,Student_3_22,B003,Saad,January,Absent,0.94,5.65,1,89.7,38,12,83.69,Low,High,3.27,Average,03:14.3,ML/DL
S3023,Student_3_23,B003,Saad,January,Present,0.81,5.83,1,59.6,40,3,53.32,Low,Moderate,3.45,Above Average,23:00.1,ML/DL
S3024,Student_3_24,B003,Saad,January,Present,0.74,1.33,3,69.3,39,9,46.83,Low,High,3.36,Above Average,17:17.5,ML/DL
S3025,Student_3_25,B003,Saad,January,Absent,0.53,2.95,3,72.1,47,6,68.59,Medium,Moderate,3.4,Above Average,09:12.3,ML/DL
S3026,Student_3_26,B003,Saad,January,Present,0.7,1.05,2,52.4,32,3,90.98,Medium,High,3.39,Above Average,09:45.3,ML/DL
S3027,Student_3_27,B003,Saad,January,Absent,0.63,1.54,3,92.8,44,5,11.94,Low,Moderate,3.66,Above Average,04:39.6,ML/DL
S3028,Student_3_28,B003,Saad,January,Absent,0.65,3.09,2,41.2,42,5,30.75,High,Low,2.94,Average,13:31.4,ML/DL
S3029,Student_3_29,B003,Saad,January,Present,0.73,1.62,3,76.3,48,10,19.82,Medium,Low,3.5,Above Average,12:36.5,ML/DL
S3030,Student_3_30,B003,Saad,January,Present,0.54,9.03,0,69.9,44,15,95.46,Low,Low,3.21,Average,19:07.3,ML/DL
S3001,Student_3_1,B003,Saad,February,Absent,0.64,1.32,1,85.5,50,12,67.53,Low,Moderate,3.49,Above Average,07:59.2,ML/DL
S3002,Student_3_2,B003,Saad,February,Absent,0.48,3.19,3,44.9,37,7,12.52,Low,Low,2.1,Below Average,00:58.3,ML/DL
S3003,Student_3_3,B003,Saad,February,Absent,0.58,8.33,2,66.8,46,13,64.34,High,Moderate,3.02,Average,23:47.2,ML/DL
S3004,Student_3_4,B003,Saad,February,Absent,0.9,9.04,2,56.7,48,15,53.87,Medium,High,3.51,Above Average,06:56.2,ML/DL
S3005,Student_3_5,B003,Saad,February,Present,1,5.94,3,99.2,50,6,14.23,Medium,Moderate,2.78,Average,06:39.4,ML/DL
S3006,Student_3_6,B003,Saad,February,Present,0.68,4.42,0,98.3,32,12,99.71,High,Low,3.25,Average,10:01.4,ML/DL
S3007,Student_3_7,B003,Saad,February,Absent,0.54,4.32,3,54.7,31,9,45.77,Medium,High,3.39,Above Average,19:16.5,ML/DL
S3008,Student_3_8,B003,Saad,February,Present,0.54,3.12,0,90.5,50,8,73.68,High,Moderate,3.29,Average,06:11.4,ML/DL
S3009,Student_3_9,B003,Saad,February,Present,0.81,1.81,1,76.8,49,9,39.76,Low,Low,2.6,Average,16:18.2,ML/DL
S3010,Student_3_10,B003,Saad,February,Absent,0.6,9.46,0,77,41,13,83.11,Low,Moderate,2.18,Below Average,06:36.2,ML/DL
S3011,Student_3_11,B003,Saad,February,Absent,0.75,2.87,0,77.4,50,6,48.64,Low,Low,3.91,Excellent,21:52.2,ML/DL
S3012,Student_3_12,B003,Saad,February,Present,0.55,4.9,0,83.1,34,4,29.17,Medium,Low,2.17,Below Average,17:21.5,ML/DL
S3013,Student_3_13,B003,Saad,February,Present,0.55,5.63,1,76.7,50,6,28.83,High,Moderate,3.1,Average,05:42.3,ML/DL
S3014,Student_3_14,B003,Saad,February,Present,0.74,8.9,0,88.6,35,10,80.28,Medium,High,2.51,Average,02:24.4,ML/DL
S3015,Student_3_15,B003,Saad,February,Absent,0.89,8.82,1,81.8,47,4,54.55,High,Moderate,2.71,Average,19:14.4,ML/DL
S3016,Student_3_16,B003,Saad,February,Absent,0.95,7.34,1,44.7,42,15,64.8,High,Moderate,2.77,Average,21:41.3,ML/DL
S3017,Student_3_17,B003,Saad,February,Absent,0.77,2.14,3,96.6,50,4,55.58,Low,Moderate,2.57,Average,21:54.4,ML/DL
S3018,Student_3_18,B003,Saad,February,Absent,0.66,2.42,1,48.5,36,6,66.05,High,High,2.03,Below Average,10:04.2,ML/DL
S3019,Student_3_19,B003,Saad,February,Absent,0.9,3.68,1,60.2,36,11,54.13,High,Low,3.24,Average,05:09.5,ML/DL
S3020,Student_3_20,B003,Saad,February,Present,0.45,5,3,74.9,45,4,34.74,High,Moderate,2.38,Below Average,11:35.4,ML/DL
S3021,Student_3_21,B003,Saad,February,Present,0.86,5.85,0,49.9,31,8,93.29,Medium,High,3.92,Excellent,16:22.2,ML/DL
S3022,Student_3_22,B003,Saad,February,Present,0.56,7.53,2,42.6,46,3,87.24,High,Moderate,3.45,Above Average,15:37.1,ML/DL
S3023,Student_3_23,B003,Saad,February,Present,0.95,4.48,1,99,30,14,80.04,High,High,3.33,Above Average,01:23.5,ML/DL
S3024,Student_3_24,B003,Saad,February,Absent,0.98,4.84,1,45.9,46,15,58.13,High,Low,2.85,Average,04:46.1,ML/DL
S3025,Student_3_25,B003,Saad,February,Present,0.44,5.15,0,84.3,33,7,31.87,High,High,2.74,Average,10:01.4,ML/DL
S3026,Student_3_26,B003,Saad,February,Absent,0.47,7.3,1,81.7,39,4,29.65,Medium,Low,3.83,Excellent,09:02.6,ML/DL
S3027,Student_3_27,B003,Saad,February,Present,0.93,8.44,1,67.8,48,7,58.64,High,Moderate,3.63,Above Average,08:49.4,ML/DL
S3028,Student_3_28,B003,Saad,February,Absent,0.88,3.75,0,68.4,36,5,57.22,Low,Moderate,2.27,Below Average,08:05.4,ML/DL
S3029,Student_3_29,B003,Saad,February,Absent,0.65,6.16,3,54.9,50,13,51.83,High,High,2.82,Average,12:50.4,ML/DL
S3030,Student_3_30,B003,Saad,February,Present,0.85,1.85,0,88.6,46,6,47.94,Medium,Low,3.9,Excellent,16:03.4,ML/DL
S3001,Student_3_1,B003,Saad,March,Absent,0.86,6.91,3,67.7,40,15,33.3,Low,Moderate,2.18,Below Average,18:56.8,ML/DL
S3002,Student_3_2,B003,Saad,March,Present,0.77,7.09,2,86.2,34,10,41.31,High,Low,3.88,Excellent,20:24.6,ML/DL
S3003,Student_3_3,B003,Saad,March,Absent,0.62,1.62,0,76.8,48,1,50.47,High,High,2.76,Average,13:49.0,ML/DL
S3004,Student_3_4,B003,Saad,March,Absent,0.78,4.22,1,92.4,42,12,77.47,High,Moderate,3.85,Excellent,08:28.3,ML/DL
S3005,Student_3_5,B003,Saad,March,Absent,0.49,1.51,1,85.1,46,12,89.45,Medium,Moderate,2.65,Average,08:39.2,ML/DL
S3006,Student_3_6,B003,Saad,March,Absent,0.99,2.74,3,44.5,42,5,19.31,Medium,Low,3.2,Average,07:01.3,ML/DL
S3007,Student_3_7,B003,Saad,March,Present,0.54,6.9,1,66.7,43,8,73.68,Medium,Moderate,3.44,Above Average,15:37.1,ML/DL
S3008,Student_3_8,B003,Saad,March,Absent,0.78,1.32,1,65.6,33,7,71.5,Low,Low,2.49,Below Average,03:35.3,ML/DL
S3009,Student_3_9,B003,Saad,March,Absent,0.66,4.76,2,90.8,50,10,49.47,Medium,Moderate,2.98,Average,11:12.4,ML/DL
S3010,Student_3_10,B003,Saad,March,Present,0.67,4.68,0,73.5,30,5,53.4,Medium,Moderate,3.97,Excellent,16:35.3,ML/DL
S3011,Student_3_11,B003,Saad,March,Absent,0.83,8.14,1,40.8,42,3,67.93,High,Low,2.94,Average,19:53.4,ML/DL
S3012,Student_3_12,B003,Saad,March,Present,0.85,2.47,1,85.2,47,10,46.69,Medium,High,2.88,Average,20:49.8,ML/DL
S3013,Student_3_13,B003,Saad,March,Present,0.59,2.92,1,68.4,46,14,96.73,Low,Moderate,4,Excellent,02:04.3,ML/DL
S3014,Student_3_14,B003,Saad,March,Absent,0.52,8.05,0,72.8,38,14,13.9,High,High,2.82,Average,05:53.6,ML/DL
S3015,Student_3_15,B003,Saad,March,Present,0.55,9.13,0,89.8,36,8,61.84,High,Moderate,2.27,Below Average,13:13.4,ML/DL
S3016,Student_3_16,B003,Saad,March,Absent,0.96,3.48,3,70.6,49,8,86.11,High,Low,3.41,Above Average,16:54.2,ML/DL
S3017,Student_3_17,B003,Saad,March,Absent,0.61,1.48,1,52.7,43,5,32.58,Medium,Low,3.02,Average,23:56.2,ML/DL
S3018,Student_3_18,B003,Saad,March,Absent,0.59,1.73,2,52.9,39,3,33.91,High,High,2.43,Below Average,21:59.8,ML/DL
S3019,Student_3_19,B003,Saad,March,Present,0.58,6.69,2,78.9,39,5,55.55,High,High,2.74,Average,03:54.4,ML/DL
S3020,Student_3_20,B003,Saad,March,Present,0.97,5.97,2,45,42,7,13.99,Medium,Low,2.75,Average,18:12.3,ML/DL
S3021,Student_3_21,B003,Saad,March,Absent,0.58,7.25,3,79.3,50,9,10.42,Medium,High,2.59,Average,14:25.4,ML/DL
S3022,Student_3_22,B003,Saad,March,Absent,0.91,1.79,3,57,32,1,27.75,High,High,3.98,Excellent,19:16.5,ML/DL
S3023,Student_3_23,B003,Saad,March,Absent,0.41,8.23,1,97.2,43,7,10.94,Low,High,2.94,Average,15:53.5,ML/DL
S3024,Student_3_24,B003,Saad,March,Present,0.47,1.5,2,44,30,6,66.49,Low,Low,3.35,Above Average,02:53.4,ML/DL
S3025,Student_3_25,B003,Saad,March,Present,0.77,9.99,0,60.1,49,3,78.85,High,High,2.66,Average,09:18.4,ML/DL
S3026,Student_3_26,B003,Saad,March,Present,0.51,2.63,2,40.7,35,1,77.52,Medium,Low,2.15,Below Average,13:59.2,ML/DL
S3027,Student_3_27,B003,Saad,March,Present,0.5,1.52,2,94.7,46,12,78.54,Medium,Low,2.14,Below Average,09:06.7,ML/DL
S3028,Student_3_28,B003,Saad,March,Absent,0.89,9.08,3,77.2,50,1,13.5,High,Moderate,3.63,Above Average,05:42.3,ML/DL
S3029,Student_3_29,B003,Saad,March,Absent,0.66,2.73,3,84.7,45,4,94.01,High,Moderate,3.93,Excellent,10:25.4,ML/DL
S3030,Student_3_30,B003,Saad,March,Absent,0.5,9.54,2,52.8,47,11,60.48,High,Low,2.32,Below Average,11:26.4,ML/DL
S4001,Student_4_1,B004,Usama,January,Present,0.8,4.83,1,72.5,39,14,26.78,Low,Low,3.37,Above Average,12:38.6,Web Development
S4002,Student_4_2,B004,Usama,January,Absent,0.8,4.08,3,55.6,48,7,95.73,Low,Moderate,2.03,Below Average,11:35.5,Web Development
S4003,Student_4_3,B004,Usama,January,Present,0.5,4.89,1,81.1,45,2,11.02,Low,Moderate,2.57,Average,03:47.7,Web Development
S4004,Student_4_4,B004,Usama,January,Present,0.61,8.47,2,52.7,35,14,59.1,Medium,High,2.76,Average,21:12.2,Web Development
S4005,Student_4_5,B004,Usama,January,Absent,0.78,1.5,0,92.2,46,4,88.39,High,Low,3.9,Excellent,22:00.4,Web Development
S4006,Student_4_6,B004,Usama,January,Absent,0.73,4.18,0,41.6,30,6,24.38,Medium,High,2.73,Average,18:58.5,Web Development
S4007,Student_4_7,B004,Usama,January,Present,0.85,6.31,0,58.3,36,15,87.92,Medium,High,3.81,Excellent,19:57.3,Web Development
S4008,Student_4_8,B004,Usama,January,Present,0.66,3.35,0,52.6,46,3,44.81,Medium,High,3.6,Above Average,09:11.5,Web Development
S4009,Student_4_9,B004,Usama,January,Present,0.5,7.81,3,84.8,42,3,36.58,Medium,Moderate,3.94,Excellent,17:51.3,Web Development
S4010,Student_4_10,B004,Usama,January,Absent,0.57,5.38,2,62.1,32,6,37.1,Medium,Low,2.25,Below Average,05:20.5,Web Development
S4011,Student_4_11,B004,Usama,January,Present,0.42,8.24,2,73,31,11,71.03,Medium,High,3.45,Above Average,00:41.1,Web Development
S4012,Student_4_12,B004,Usama,January,Present,0.54,9.17,2,70.5,46,6,45.9,High,Moderate,2.46,Below Average,12:25.5,Web Development
S4013,Student_4_13,B004,Usama,January,Absent,0.65,2.92,0,72.1,47,9,60.09,Low,Low,2.54,Average,08:15.4,Web Development
S4014,Student_4_14,B004,Usama,January,Absent,0.5,8.53,0,62.5,36,3,68.83,Low,Moderate,3.95,Excellent,05:20.5,Web Development
S4015,Student_4_15,B004,Usama,January,Present,0.57,3.42,1,74.2,50,5,14.71,High,Moderate,2.86,Average,18:45.6,Web Development
S4016,Student_4_16,B004,Usama,January,Absent,0.69,9.28,0,90.3,36,3,13.76,Low,High,2.02,Below Average,02:36.4,Web Development
S4017,Student_4_17,B004,Usama,January,Absent,0.6,8.88,2,95.2,37,5,84.04,Medium,Low,3.16,Average,13:59.2,Web Development
S4018,Student_4_18,B004,Usama,January,Present,0.97,7.53,0,59.9,38,11,23.6,Medium,Low,3.84,Excellent,01:54.1,Web Development
S4019,Student_4_19,B004,Usama,January,Present,0.9,6.57,0,46.6,50,6,76.33,High,Low,3.56,Above Average,16:27.1,Web Development
S4020,Student_4_20,B004,Usama,January,Absent,0.61,9.47,0,69.4,47,11,63.86,Low,Moderate,2.99,Average,04:38.1,Web Development
S4021,Student_4_21,B004,Usama,January,Present,0.95,9.3,3,84,47,10,71.07,Low,Low,2.21,Below Average,23:47.2,Web Development
S4022,Student_4_22,B004,Usama,January,Present,0.94,7.33,0,54.7,47,11,66.37,Low,High,2.74,Average,00:57.3,Web Development
S4023,Student_4_23,B004,Usama,January,Present,0.41,8.32,3,80.8,40,3,48.16,High,Moderate,3.58,Above Average,08:08.0,Web Development
S4024,Student_4_24,B004,Usama,January,Absent,0.89,6.76,1,59.1,44,9,20.63,Low,High,2.37,Below Average,17:17.5,Web Development
S4025,Student_4_25,B004,Usama,January,Absent,0.7,7.64,1,57.7,39,6,83.34,Low,High,3.07,Average,22:43.5,Web Development
S4026,Student_4_26,B004,Usama,January,Absent,0.41,1.85,2,75.1,40,14,27.15,Low,High,2.14,Below Average,18:13.9,Web Development
S4027,Student_4_27,B004,Usama,January,Absent,0.99,6.39,0,43.9,37,3,67.2,Medium,Low,2.74,Average,23:38.6,Web Development
S4028,Student_4_28,B004,Usama,January,Present,0.96,7.9,1,97.5,33,8,34.12,High,Moderate,3.12,Average,02:05.1,Web Development
S4029,Student_4_29,B004,Usama,January,Present,0.91,4.77,2,57.7,38,10,54.84,Low,Moderate,2.68,Average,18:03.4,Web Development
S4030,Student_4_30,B004,Usama,January,Absent,0.44,6.36,0,93.7,43,1,27.1,Low,Low,3.36,Above Average,08:52.2,Web Development
S4001,Student_4_1,B004,Usama,February,Present,0.79,5.66,2,62.5,39,10,79.22,High,Low,3.91,Excellent,13:51.5,Web Development
S4002,Student_4_2,B004,Usama,February,Present,0.58,3.93,2,76.4,46,5,87.62,High,High,3.68,Above Average,09:31.3,Web Development
S4003,Student_4_3,B004,Usama,February,Present,0.8,2.52,2,77.7,40,14,12.87,Medium,Moderate,2.84,Average,13:59.3,Web Development
S4004,Student_4_4,B004,Usama,February,Absent,0.98,3.69,1,96.3,49,13,74.8,High,High,3.03,Average,09:35.0,Web Development
S4005,Student_4_5,B004,Usama,February,Absent,0.51,6.23,2,66.3,43,1,70.07,Low,High,2.27,Below Average,17:29.2,Web Development
S4006,Student_4_6,B004,Usama,February,Present,0.54,6.66,0,58.8,45,12,53.55,High,High,3.87,Excellent,10:59.3,Web Development
S4007,Student_4_7,B004,Usama,February,Present,0.54,2.02,3,72.8,39,14,67.7,Medium,Low,3.27,Average,16:30.4,Web Development
S4008,Student_4_8,B004,Usama,February,Absent,0.53,1.39,0,93.1,46,14,42.63,High,Low,2.52,Average,17:20.4,Web Development
S4009,Student_4_9,B004,Usama,February,Absent,0.69,8.53,1,49.4,34,5,15.18,Medium,Low,3.83,Excellent,16:49.4,Web Development
S4010,Student_4_10,B004,Usama,February,Absent,0.64,8.73,3,66.5,43,10,30.44,High,High,3.04,Average,00:30.3,Web Development
S4011,Student_4_11,B004,Usama,February,Absent,0.95,7.01,1,86.2,46,6,99.96,Low,Low,3.46,Above Average,00:19.3,Web Development
S4012,Student_4_12,B004,Usama,February,Present,0.89,2.31,0,75.6,45,10,58.51,High,High,3.56,Above Average,02:20.6,Web Development
S4013,Student_4_13,B004,Usama,February,Present,0.97,7.82,3,73.8,49,7,96.23,Low,Low,2.44,Below Average,19:50.4,Web Development
S4014,Student_4_14,B004,Usama,February,Present,0.99,2.06,3,77.5,47,8,66.82,Medium,High,3.07,Average,08:34.3,Web Development
S4015,Student_4_15,B004,Usama,February,Present,0.94,7.89,3,72.5,40,8,74.11,High,High,3,Average,06:50.8,Web Development
S4016,Student_4_16,B004,Usama,February,Absent,0.41,3.65,2,86.1,47,12,72.13,High,Moderate,3.18,Average,06:07.4,Web Development
S4017,Student_4_17,B004,Usama,February,Absent,0.9,1.16,1,89.7,45,2,75.89,Medium,Low,3.77,Excellent,22:57.5,Web Development
S4018,Student_4_18,B004,Usama,February,Absent,0.64,8.45,3,48.8,48,1,46.25,Medium,Moderate,3.71,Excellent,16:54.1,Web Development
S4019,Student_4_19,B004,Usama,February,Present,0.47,8.56,0,76.5,35,4,99.94,Low,Low,2.68,Average,19:27.3,Web Development
S4020,Student_4_20,B004,Usama,February,Present,0.47,5.85,2,98.8,43,6,44.87,Low,High,3.66,Above Average,06:52.4,Web Development
S4021,Student_4_21,B004,Usama,February,Absent,0.9,7.52,0,78.7,45,14,75.88,High,High,3.87,Excellent,00:47.4,Web Development
S4022,Student_4_22,B004,Usama,February,Absent,0.82,8.92,0,81.6,36,14,71.25,Low,High,2.34,Below Average,09:42.6,Web Development
S4023,Student_4_23,B004,Usama,February,Present,0.68,5.6,1,97.2,34,13,17.81,High,High,3.78,Excellent,18:11.4,Web Development
S4024,Student_4_24,B004,Usama,February,Present,0.6,4.21,2,55.2,35,1,63.59,Low,High,2.71,Average,01:55.4,Web Development
S4025,Student_4_25,B004,Usama,February,Present,0.76,2.86,2,85.6,38,2,96.9,Medium,Moderate,3.42,Above Average,13:59.2,Web Development
S4026,Student_4_26,B004,Usama,February,Absent,0.68,2.79,0,40.8,38,12,52.87,High,Low,3.9,Excellent,14:10.5,Web Development
S4027,Student_4_27,B004,Usama,February,Present,0.87,2.61,1,48.2,45,14,87.95,Low,Moderate,3.21,Average,16:54.2,Web Development
S4028,Student_4_28,B004,Usama,February,Absent,0.55,3.75,0,91.2,38,1,77.77,Low,Low,3.06,Average,07:31.6,Web Development
S4029,Student_4_29,B004,Usama,February,Present,0.88,2.23,0,43.5,48,10,35.26,High,High,2.1,Below Average,08:44.4,Web Development
S4030,Student_4_30,B004,Usama,February,Absent,0.75,2.22,1,95.1,49,13,63.4,Low,Moderate,2.32,Below Average,15:30.2,Web Development
S4001,Student_4_1,B004,Usama,March,Absent,0.45,9.99,1,67,49,11,91.91,Medium,Low,3.3,Above Average,06:51.4,Web Development
S4002,Student_4_2,B004,Usama,March,Present,0.5,7.09,0,50.6,46,11,86.99,Low,High,3.19,Average,12:13.9,Web Development
S4003,Student_4_3,B004,Usama,March,Absent,0.58,2.57,2,56.1,36,3,84.5,High,High,2.99,Average,20:40.0,Web Development
S4004,Student_4_4,B004,Usama,March,Present,0.41,5.99,1,43.2,49,5,17.11,Medium,High,2.81,Average,23:23.5,Web Development
S4005,Student_4_5,B004,Usama,March,Present,0.65,7.31,1,79.4,50,4,94.61,High,High,3.38,Above Average,13:31.8,Web Development
S4006,Student_4_6,B004,Usama,March,Absent,0.42,3.15,3,72.1,45,10,24.83,Low,High,3.38,Above Average,22:22.3,Web Development
S4007,Student_4_7,B004,Usama,March,Present,0.46,9.02,3,87.5,33,1,26.72,Low,High,3.04,Average,17:57.3,Web Development
S4008,Student_4_8,B004,Usama,March,Absent,0.45,2.7,2,55.9,41,12,51.3,Medium,Low,3.65,Above Average,12:37.1,Web Development
S4009,Student_4_9,B004,Usama,March,Absent,0.82,9.4,2,71.2,49,8,41.21,High,Moderate,3.4,Above Average,22:28.6,Web Development
S4010,Student_4_10,B004,Usama,March,Absent,0.86,2.24,2,50.5,50,4,73.33,Medium,Low,2.03,Below Average,06:10.1,Web Development
S4011,Student_4_11,B004,Usama,March,Present,0.42,5.69,2,40.6,50,10,23.32,Medium,Moderate,3.14,Average,18:35.3,Web Development
S4012,Student_4_12,B004,Usama,March,Present,0.86,3.4,2,97.2,47,1,90.28,Low,Moderate,3.32,Above Average,13:37.2,Web Development
S4013,Student_4_13,B004,Usama,March,Absent,0.62,5.06,3,46.6,46,15,12.42,Low,Moderate,2.35,Below Average,00:00.4,Web Development
S4014,Student_4_14,B004,Usama,March,Present,0.48,7.08,0,99.3,45,2,22.02,High,Low,2.95,Average,08:10.5,Web Development
S4015,Student_4_15,B004,Usama,March,Present,0.91,2.09,2,82.7,31,5,10.07,Low,Moderate,3.92,Excellent,19:46.5,Web Development
S4016,Student_4_16,B004,Usama,March,Absent,0.89,2.97,1,77.9,40,14,93.33,Low,Low,2.98,Average,03:47.7,Web Development
S4017,Student_4_17,B004,Usama,March,Present,0.78,5.2,2,46.8,41,9,84.24,High,Low,2.82,Average,05:23.2,Web Development
S4018,Student_4_18,B004,Usama,March,Absent,0.71,3.8,0,91.2,50,13,15.57,High,High,2.02,Below Average,17:13.4,Web Development
S4019,Student_4_19,B004,Usama,March,Present,0.92,7.29,0,50.7,34,9,71.78,High,Moderate,2.26,Below Average,21:21.2,Web Development
S4020,Student_4_20,B004,Usama,March,Present,0.53,8.47,1,74.4,40,6,36.08,Medium,High,2.79,Average,03:29.4,Web Development
S4021,Student_4_21,B004,Usama,March,Absent,0.52,7.21,1,52.7,40,11,20.9,Medium,Low,3.57,Above Average,22:20.3,Web Development
S4022,Student_4_22,B004,Usama,March,Present,0.63,4.31,0,53.1,35,5,67.93,Low,Low,3.31,Above Average,19:49.4,Web Development
S4023,Student_4_23,B004,Usama,March,Present,0.46,3.93,2,71.1,45,7,66.95,Medium,Moderate,3.87,Excellent,21:02.3,Web Development
S4024,Student_4_24,B004,Usama,March,Absent,0.57,4.85,2,73.8,30,13,34.61,Low,Low,2.41,Below Average,03:54.4,Web Development
S4025,Student_4_25,B004,Usama,March,Absent,0.86,4.13,1,47,50,13,21.73,Low,Low,3.8,Excellent,09:31.5,Web Development
S4026,Student_4_26,B004,Usama,March,Present,0.79,5.23,0,53,35,8,97.42,High,High,2.94,Average,20:23.4,Web Development
S4027,Student_4_27,B004,Usama,March,Present,0.77,6.93,1,54.8,49,11,75.07,Medium,Moderate,2.38,Below Average,00:27.4,Web Development
S4028,Student_4_28,B004,Usama,March,Absent,0.76,6.45,0,87.1,32,12,91.58,Medium,Low,3.6,Above Average,02:18.5,Web Development
S4029,Student_4_29,B004,Usama,March,Present,0.66,8.93,2,99.6,48,11,74.43,Medium,Moderate,3.48,Above Average,09:43.5,Web Development
S4030,Student_4_30,B004,Usama,March,Present,0.95,4.84,1,85.6,42,8,97.77,Low,Low,3.19,Average,13:05.3,Web Development
S5001,Student_5_1,B005,Bilal,January,Absent,0.45,1.07,2,87.9,37,5,86.72,Low,Low,3.05,Average,22:32.9,Cyber Security
S5002,Student_5_2,B005,Bilal,January,Absent,0.41,9.84,3,76.1,43,10,45.65,High,Moderate,3.38,Above Average,10:14.2,Cyber Security
S5003,Student_5_3,B005,Bilal,January,Present,0.93,5.98,2,67.1,37,14,11.38,Medium,Moderate,3.4,Above Average,23:51.3,Cyber Security
S5004,Student_5_4,B005,Bilal,January,Absent,0.5,4.83,0,69.5,49,15,14.17,Low,Moderate,3.75,Excellent,01:00.4,Cyber Security
S5005,Student_5_5,B005,Bilal,January,Present,0.83,1.6,3,80.4,47,10,11.82,High,Low,2.66,Average,03:22.3,Cyber Security
S5006,Student_5_6,B005,Bilal,January,Present,0.43,3.01,3,65.8,32,5,65.55,High,High,2.88,Average,15:08.4,Cyber Security
S5007,Student_5_7,B005,Bilal,January,Present,0.94,1.18,2,69.4,37,13,42.93,High,Moderate,3.53,Above Average,18:46.6,Cyber Security
S5008,Student_5_8,B005,Bilal,January,Present,0.74,8.1,0,73.5,35,9,13.94,High,Moderate,3.87,Excellent,16:55.5,Cyber Security
S5009,Student_5_9,B005,Bilal,January,Present,0.71,5.44,2,66.7,32,14,28.83,Medium,Moderate,2.49,Below Average,22:09.3,Cyber Security
S5010,Student_5_10,B005,Bilal,January,Present,0.62,2.03,1,63.9,35,7,88.4,Medium,High,3.66,Above Average,17:45.2,Cyber Security
S5011,Student_5_11,B005,Bilal,January,Present,0.9,2.85,0,55.2,44,14,26.58,High,Moderate,2.81,Average,23:03.7,Cyber Security
S5012,Student_5_12,B005,Bilal,January,Present,0.76,4.06,1,40.7,47,11,84.62,High,Moderate,3.52,Above Average,09:18.4,Cyber Security
S5013,Student_5_13,B005,Bilal,January,Absent,0.43,9.96,0,80.2,38,14,20.99,Medium,Low,3.93,Excellent,00:57.4,Cyber Security
S5014,Student_5_14,B005,Bilal,January,Present,0.73,9.79,1,92.4,44,6,72.58,Medium,Low,2.91,Average,15:21.4,Cyber Security
S5015,Student_5_15,B005,Bilal,January,Absent,0.41,8.12,3,86.5,43,2,89.77,High,High,2.58,Average,12:50.1,Cyber Security
S5016,Student_5_16,B005,Bilal,January,Present,0.99,1.29,3,91.9,44,11,99.56,High,Moderate,2.08,Below Average,09:07.1,Cyber Security
S5017,Student_5_17,B005,Bilal,January,Absent,0.58,8.88,1,64.8,30,15,70.19,Low,High,3.95,Excellent,04:32.9,Cyber Security
S5018,Student_5_18,B005,Bilal,January,Absent,0.66,6.71,0,49.2,30,10,77.96,High,Low,2.18,Below Average,21:21.2,Cyber Security
S5019,Student_5_19,B005,Bilal,January,Absent,0.71,7.08,3,88.3,35,6,58.53,High,Moderate,3.41,Above Average,15:05.2,Cyber Security
S5020,Student_5_20,B005,Bilal,January,Present,0.65,5.43,3,43,36,13,23.59,Low,Moderate,3.05,Average,23:42.5,Cyber Security
S5021,Student_5_21,B005,Bilal,January,Present,0.44,3.6,2,78.7,39,5,18.73,Medium,Low,3.28,Average,00:29.6,Cyber Security
S5022,Student_5_22,B005,Bilal,January,Absent,0.64,9.23,3,62,38,9,81.58,Medium,High,3.68,Above Average,03:14.3,Cyber Security
